StdInChIKey,SMILES,Dataset1,LogS1,T1,Dataset2,LogS2,T2,Dataset3,LogS3,T3,N_datapoints,SD_error,Error_note,Pred_comment,LogS Changed?,LogS_mean,LogS_median
PWDGTQXZLNDOKS-UHFFFAOYSA-N,c1ccc(cc1)S(=O)(=O)Nc1nnc(s1)S(=O)(=O)N,Aq_Sol_DB,-2.9,,,,,,,,1,,,,,-2.9,-2.9
PWEOEHNGYFXZLI-UHFFFAOYSA-N,CCN(c1ccccc1)C(=O)Oc1cccc(c1)NC(=O)OC(C)C,Aq_Sol_DB,-5.0574,,,,,,,,1,,,,,-5.0574,-5.0574
PWFVEUKVVSDJDO-UHFFFAOYSA-N,CC1=NC(=O)C(C(=O)N)C(=O)N1,Aq_Sol_DB,-2.41,,ons_water,-2.412,,,,,2,,,,,-2.411,-2.411
PWIGYBONXWGOQE-UHFFFAOYSA-N,c1ccc2c(c1)C(=O)c1cc(CN(CC(=O)O)CC(=O)O)c(c(c1C2=O)O)O,Aq_Sol_DB,-1.8077,,,,,,,,1,,,,,-1.8077,-1.8077
PWJJQQTVSWVGDX-INIZCTEOSA-N,c1cc(ccc1c1ccnc(c1)COC1Cn2cc(nc2OC1)N(=O)=O)C(F)(F)F,reaxys_water,-3.99014053,20,,,,,,,1,,,,,-3.99014053,-3.99014053
PWNAWOCHVWERAR-UHFFFAOYSA-N,CCN(Cc1c(cccc1F)Cl)c1c(cc(cc1[N+](=O)[O-])C(F)(F)F)[N+](=O)[O-],ons_water,-6.779999,,Aq_Sol_DB,-6.625,,,,,2,,,,,-6.7024995,-6.7024995
PWOBDMNCYMQTCE-UHFFFAOYSA-N,c1ccc(c(c1)Cl)S,Aq_Sol_DB,-1.780035133,,,,,,,,1,,,,,-1.780035133,-1.780035133
PWWVAXIEGOYWEE-UHFFFAOYSA-N,CC(CN1c2ccccc2Sc2ccccc12)N(C)C,Aq_Sol_DB,-4.2597,,ons_water,-4.13121,,,,,2,,,,,-4.195455,-4.195455
PWYIUEFFPNVCMW-UHFFFAOYSA-N,CCCOP(=O)(OCCC)Oc1ccc(cc1)SC,Aq_Sol_DB,-3.3865,,,,,,,,1,,,,,-3.3865,-3.3865
PWZLULHOYWZDFP-UHFFFAOYSA-N,CCCC(=O)OCC(CO)OCn1cnc2c(F)nc(N)nc12,reaxys_water,-1.227164178,25,,,,,,,1,,,,,-1.227164178,-1.227164178
PXACTUVBBMDKRW-UHFFFAOYSA-N,c1cc(ccc1Br)S(=O)(=O)O,reaxys_water,0.438029429,25,,,,,,,1,,,,,0.438029429,0.438029429
PXAGFNRKXSYIHU-UHFFFAOYSA-N,c1cc(c(c(c1)Cl)c1c(cccc1Cl)Cl)Cl,ons_water,-7.71,,Aq_Sol_DB,-7.3898,,,,,2,,,,,-7.5499,-7.5499
PXBFMLJZNCDSMP-UHFFFAOYSA-N,c1ccc(c(c1)C(=O)N)N,Aq_Sol_DB,-0.913922317,,,,,,,,1,,,,,-0.913922317,-0.913922317
PXBRQCKWGAHEHS-UHFFFAOYSA-N,C(Cl)(Cl)(F)F,Aq_Sol_DB,-1.99,,reaxys_water,-5.358282669,24.99,,,,2,,,,,-3.674141335,-3.674141335
PXCBZRWWCXFYMS-UHFFFAOYSA-N,Cc1cc(C)c(cc1C)OCC(=O)O,reaxys_water,-2.856952546,20,,,,,,,1,,,,,-2.856952546,-2.856952546
PXDJXZJSCPSGGI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,Aq_Sol_DB,-8.754650095,,,,,,,,1,,,,,-8.754650095,-8.754650095
PXGPLTODNUVGFL-RTYMFESYSA-N,CCCCCC(C=CC1C(CC=CCCCC(=O)O)C(CC1O)O)O,Aq_Sol_DB,-2.33,,,,,,,,1,,,,,-2.33,-2.33
PXGZQGDTEZPERC-UHFFFAOYSA-N,C1CC(CCC1C(=O)O)C(=O)O,Aq_Sol_DB,-0.872370724,,,,,,,,1,,,,,-0.872370724,-0.872370724
PXIKRTCSSLJURC-UHFFFAOYSA-N,CCCc1ccc(c(c1)OC)O,Aq_Sol_DB,-2.179290593,,,,,,,,1,,,,,-2.179290593,-2.179290593
PXMJCECEFTYEKE-UHFFFAOYSA-N,CC(C)(C)c1cc(CCC(=O)OC)cc(c1O)C(C)(C)C,Aq_Sol_DB,-5.123582907,,,,,,,,1,,,,,-5.123582907,-5.123582907
PXMLTVJEYHGPEH-UHFFFAOYSA-N,CC(=O)C(C(=O)Nc1ccc2c(c1)[nH]c(=O)[nH]2)N=Nc1ccc(cc1)C(=O)Nc1ccc(cc1)C(=O)N,Aq_Sol_DB,-6.672808806,,,,,,,,1,,,,,-6.672808806,-6.672808806
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(CCc1ccc(cc1)Cl)(Cn1cncn1)O,reaxys_water,-3.931998566,24.84,Aq_Sol_DB,-3.932,,,,,2,,,,,-3.931999283,-3.931999283
PXNOLLHARLSLHY-UHFFFAOYSA-N,COC(=O)c1ccc(c(c1)I)O,Aq_Sol_DB,-3.3138,,reaxys_water,-3.313782883,30,,,,2,,,,,-3.313791442,-3.313791442
PXPMCAKTYKAROX-UHFFFAOYSA-N,C(C(=O)O)C1(CC(=O)O)C(=O)OCO1,Aq_Sol_DB,-0.611,,,,,,,,1,,,,,-0.611,-0.611
PXQPEWDEAKTCGB-UHFFFAOYSA-N,c1c(C(=O)O)[nH]c(=O)[nH]c1=O,Aq_Sol_DB,-1.93,,,,,,,,1,,,,,-1.93,-1.93
PXRMJHUURCSDPA-VHEBQXMUSA-N,CCOC(=O)c1ccc(cc1)N=Nc1ccc(cc1N)N,reaxys_water,-3.374623109,25,,,,,,,1,,,,,-3.374623109,-3.374623109
PXSXRABJBXYMFT-UHFFFAOYSA-N,CCCCCCNCCCCCC,Aq_Sol_DB,-3.1574,,,,,,,,1,,,,,-3.1574,-3.1574
PXTQQOLKZBLYDY-UHFFFAOYSA-N,CCCCC(CC)COC(=O)OCC(CC)CCCC,Aq_Sol_DB,-6.979936669,,,,,,,,1,,,,,-6.979936669,-6.979936669
PXWAQUODOTWYMT-UHFFFAOYSA-N,CCCCCCOC(CO)CO,Aq_Sol_DB,-1.055812212,,,,,,,,1,,,,,-1.055812212,-1.055812212
PXWLVJLKJGVOKE-UHFFFAOYSA-N,CC(C)c1c(C)n(C)n(c2ccccc2)c1=O,Aq_Sol_DB,-1.91,,ons_water,-1.908,,reaxys_water,-1.445858847,25,3,0.267396539,,,,-1.754619616,-1.908
PXWUKZGIHQRDHL-UHFFFAOYSA-N,CCNc1nc(NC(C)C)nc(n1)OC,Aq_Sol_DB,-2.0696,,ons_water,-2.08,,,,,2,,,,,-2.0748,-2.0748
PXWYZLWEKCMTEZ-UHFFFAOYSA-N,CCc1ccccc1[N+](=O)[O-],Aq_Sol_DB,-2.7993,,,,,,,,1,,,,,-2.7993,-2.7993
PXXNTSRWKSCFCK-UHFFFAOYSA-N,c1ccc(cc1)NC(=O)n1cc(c(=O)[nH]c1=O)F,Aq_Sol_DB,-1.6184,,,,,,,,1,,,,,-1.6184,-1.6184
PXXUBGGGONGQBX-UHFFFAOYSA-N,CC1(CCN2CCCCC2)C(=O)NC(=O)N1,Aq_Sol_DB,-0.8213,,,,,,,,1,,,,,-0.8213,-0.8213
PYGLWXFBTJNWSQ-UHFFFAOYSA-N,c1ccc(c(c1)CNc1c2cnn(CC(c3ccc(cc3)Br)Cl)c2ncn1)Cl,reaxys_water,-6.678692244,20,,,,,,,1,,,,,-6.678692244,-6.678692244
PYGSKMBEVAICCR-UHFFFAOYSA-N,C=CCCC=C,Aq_Sol_DB,-2.6867,,,,,,,,1,,,,,-2.6867,-2.6867
PYGXAGIECVVIOZ-UHFFFAOYSA-N,CCCCOC(=O)CCCCCCCCC(=O)OCCCC,ons_water,-3.72126,,Aq_Sol_DB,-3.8955,,,,,2,,,,,-3.80838,-3.80838
PYHXGXCGESYPCW-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)C(=O)O,Aq_Sol_DB,-3.223039886,,,,,,,,1,,,,,-3.223039886,-3.223039886
PYIAFNMJTZYTJR-UHFFFAOYSA-N,CCOC(=O)OCn1c(=O)c(c[nH]c1=O)F,Aq_Sol_DB,-1.46,,,,,,,,1,,,,,-1.46,-1.46
PYKLUAIDKVVEOS-JLHYYAGUSA-N,c1ccc(cc1)C(=NOCC#N)C#N,Aq_Sol_DB,-3.2899,,,,,,,,1,,,,,-3.2899,-3.2899
PYKOSNOHCYDWPP-UHFFFAOYSA-N,CCCC(=O)OCn1cnc2c(cn(COC(=O)CCC)n2)c1=O,Aq_Sol_DB,-3.55,,,,,,,,1,,,,,-3.55,-3.55
PYLMCYQHBRSDND-SOFGYWHQSA-N,CCCC=C(CC)C=O,Aq_Sol_DB,-2.255957874,,,,,,,,1,,,,,-2.255957874,-2.255957874
PYLWMHQQBFSUBP-UHFFFAOYSA-N,c1ccc(cc1)F,Aq_Sol_DB,-1.792409766,,,,,,,,1,,,,,-1.792409766,-1.792409766
PYMYPIAVPUBKDM-UHFFFAOYSA-N,C(C1(COCC2(COCC3(CO)COCOC3)COCOC2)COCOC1)O,reaxys_water,-1.310104652,20,,,,,,,1,,,,,-1.310104652,-1.310104652
PYOKUURKVVELLB-UHFFFAOYSA-N,COC(OC)OC,Aq_Sol_DB,-1.025801334,,,,,,,,1,,,,,-1.025801334,-1.025801334
PYOLJOJPIPCRDP-UHFFFAOYSA-N,CC1CCCC(C)(C)C1,Aq_Sol_DB,-4.8532,,,,,,,,1,,,,,-4.8532,-4.8532
PYPXOMYXFFYJIF-UHFFFAOYSA-N,Cc1cc(ccc1S(=O)(=O)O)O,ons_water,-0.293,,Aq_Sol_DB,-0.29,,,,,2,,,,,-0.2915,-0.2915
PYSGFFTXMUWEOT-UHFFFAOYSA-N,CN(C)CCCO,Aq_Sol_DB,0.986467618,,,,,,,,1,,,,,0.986467618,0.986467618
PYUYQYBDJFMFTH-JJKYIXSRSA-N,CCOc1ccccc1NC(=O)C1=Cc2ccccc2C(=NNc2ccc(cc2)C(=O)N)C1=O,Aq_Sol_DB,-7.581973548,,,,,,,,1,,,,,-7.581973548,-7.581973548
PYXFVCFISTUSOO-HKUCOEKDSA-N,CC(=CCCC(C)(C1CCC2(C)C1C(CC1C3(C)CCC(C(C)(C)C3CCC21C)O)O)O)C,reaxys_water,-4.002307003,25,,,,,,,1,,,,,-4.002307003,-4.002307003
PYZHTHZEHQHHEN-UHFFFAOYSA-N,c1cc(c(cc1Cl)c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)Cl,Aq_Sol_DB,-8.46,,ons_water,-8.940058,,,,,2,,,,,-8.700029,-8.700029
PYZRQGJRPPTADH-UHFFFAOYSA-N,c1cc(c(c(c1)Cl)Cl)c1c(N)nc(N)nn1,reaxys_water,-3.220878683,25,,,,,,,1,,,,,-3.220878683,-3.220878683
PYZSVQVRHDXQSL-UHFFFAOYSA-N,c1ccc2c(c1)c(=O)c1=c(c2=O)sc(C#N)c(C#N)s1,Aq_Sol_DB,-6.33,,,,,,,,1,,,,,-6.33,-6.33
PZBPKYOVPCNPJY-UHFFFAOYSA-N,C=CCOC(Cn1ccnc1)c1ccc(cc1Cl)Cl,Aq_Sol_DB,-3.2178,,,,,,,,1,,,,,-3.2178,-3.2178
PZBPQFNCQFUIOP-UHFFFAOYSA-N,c1ccc(cc1)C(=O)N(c1cccc2ccccc12)O,Aq_Sol_DB,-3.3065,,ons_water,-3.307,,,,,2,,,,,-3.30675,-3.30675
PZFICWWBEDKOSI-UHFFFAOYSA-N,CCOC(CC(C)O)OCC,Aq_Sol_DB,0.0909,,,,,,,,1,,,,,0.0909,0.0909
PZGYHDPZANRCSM-PKNBQFBNSA-N,C=CC(C)(C=CC1=C(C)CCCC1(C)C)O,Aq_Sol_DB,-3.164147933,,,,,,,,1,,,,,-3.164147933,-3.164147933
PZHIWRCQKBBTOW-UHFFFAOYSA-N,CCCCOCC,Aq_Sol_DB,-1.54996066,,,,,,,,1,,,,,-1.54996066,-1.54996066
PZIMIYVOZBTARW-UHFFFAOYSA-N,CCN(c1ccccc1)C(=O)N(CC)c1ccccc1,Aq_Sol_DB,-3.525627796,,,,,,,,1,,,,,-3.525627796,-3.525627796
PZJWSJORJOUILO-XVNBXDOJSA-N,CC(=O)N1CCN(CC1)C(=O)C=Cc1ccc(c(c1)Cl)Sc1ccc2c(c1)OCCO2,Aq_Sol_DB,-2.05,,,,,,,,1,,,,,-2.05,-2.05
PZKUSJLTKDVNCX-UHFFFAOYSA-N,CCN(CC)CC(c1ccccc1)OC(=O)c1ccc(cc1)[N+](=O)[O-],ons_water,-2.844,,Aq_Sol_DB,-2.84,,,,,2,,,,,-2.842,-2.842
PZQSQRCNMZGWFT-QXMHVHEDSA-N,CCCCCCCCC=CCCCCCCCC(=O)OC(C)C,Aq_Sol_DB,-6.335189016,,,,,,,,1,,,,,-6.335189016,-6.335189016
PZRFMNQRPVQCIT-UHFFFAOYSA-N,CC(=NCCN=C(C)CC(=O)C)CC(=O)C,ons_water,-2.825,,reaxys_water,-2.824495805,25,Aq_Sol_DB,-2.83,,3,0.003042761,,,,-2.826498602,-2.825
PZUDDXJZNSJESK-UHFFFAOYSA-N,CCOC(=O)C(C)C1CCCCC1,Aq_Sol_DB,-3.327456749,,,,,,,,1,,,,,-3.327456749,-3.327456749
PZXAQHCWXLHKAY-UHFFFAOYSA-N,C#CC1(CCC2C3CCC4=CC(=O)CCC4C3CCC12C)OC(=O)C(C)(C)C,Aq_Sol_DB,-7.16,,,,,,,,1,,,,,-7.16,-7.16
PZXOQEXFMJCDPG-UHFFFAOYSA-N,CNC(=O)CSP(=O)(OC)OC,Aq_Sol_DB,0.6712,,,,,,,,1,,,,,0.6712,0.6712
QABLOFMHHSOFRJ-UHFFFAOYSA-N,COC(=O)CCl,Aq_Sol_DB,-0.372767961,,,,,,,,1,,,,,-0.372767961,-0.372767961
QADHLRWLCPCEKT-LOVVWNRFSA-N,CC12CCC(CC1=CCC1C3CCC(C3(C)CCC21)O)O,reaxys_water,-5.301029996,22,,,,,,,1,,,,,-5.301029996,-5.301029996
QADVJDGFQGNSIF-UHFFFAOYSA-N,CC(C)(C)C(=O)Oc1ccc(cc1)N(=O)=O,reaxys_water,-6.570599363,25,,,,,,,1,,,,,-6.570599363,-6.570599363
QAHFOPIILNICLA-UHFFFAOYSA-N,CN(C)C(=O)C(c1ccccc1)c1ccccc1,Aq_Sol_DB,-2.98,,,,,,,,1,,,,,-2.98,-2.98
QAIPRVGONGVQAS-DUXPYHPUSA-N,c1cc(c(cc1C=CC(=O)O)O)O,reaxys_water,-2.187086643,20,,,,,,,1,,,,,-2.187086643,-2.187086643
QAISXTKWTBOYAA-UHFFFAOYSA-N,CCC(C(=O)O)NC=O,Aq_Sol_DB,-0.5918,,,,,,,,1,,,,,-0.5918,-0.5918
QALYBHRYGIXHOF-UHFFFAOYSA-N,c1c(coc1C(=O)O)Br,Aq_Sol_DB,-1.1841,,,,,,,,1,,,,,-1.1841,-1.1841
QAMLXSWNZSGVKP-UHFFFAOYSA-N,Cc1c(=O)[nH]c2c(c(=O)[nH]cn2)n1,Aq_Sol_DB,-2.15,,,,,,,,1,,,,,-2.15,-2.15
QANMHLXAZMSUEX-UHFFFAOYSA-N,c1cc(CNc2c3c([nH]cn3)ncn2)oc1,Aq_Sol_DB,-3.95,,reaxys_water,-3.945480693,20,ons_water,-3.946,,3,0.002472981,,,,-3.947160231,-3.946
QAOJBHRZQQDFHA-UHFFFAOYSA-N,c1cc(c(c(c1)Cl)Cl)C(=O)O,Aq_Sol_DB,-2.331672919,,,,,,,,1,,,,,-2.331672919,-2.331672919
QAPJAMJGLYYNHX-UHFFFAOYSA-N,Cn1c2c(c(=O)n(C)c1=O)n(cn2)CO,Aq_Sol_DB,-0.41,,,,,,,,1,,,,,-0.41,-0.41
QAPPZLVGIXQUJW-UHFFFAOYSA-N,c1ccc(cc1)Oc1cc(c(c(c1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.52,,,,,,,,1,,,,,-7.52,-7.52
QAQCUBLNHBKTRM-UHFFFAOYSA-N,CC1CC=C(C)C(=O)C1C,Aq_Sol_DB,-1.885266962,,,,,,,,1,,,,,-1.885266962,-1.885266962
QAQJMLQRFWZOBN-LAUBAEHRSA-N,CCCCCCCCCCCCCCCC(=O)OCC(C1C(=C(C(=O)O1)O)O)O,reaxys_water,-6.091227166,25,,,,,,,1,,,,,-6.091227166,-6.091227166
QARVLSVVCXYDNA-UHFFFAOYSA-N,c1ccc(cc1)Br,reaxys_water,-2.901461087,25,Aq_Sol_DB,-2.568561457,,,,,2,,,,,-2.735011272,-2.735011272
QATHNKNPUVVKHK-UHFFFAOYSA-N,Cc1c(Cc2c(C)n(C)n(c3ccccc3)c2=O)c(=O)n(c2ccccc2)n1C,Aq_Sol_DB,-2.9549,,reaxys_water,-2.954879097,25,,,,2,,,,,-2.954889549,-2.954889549
QAUUDNIGJSLPSX-UHFFFAOYSA-N,CC(=O)Oc1ccc(cc1)N(=O)=O,reaxys_water,-3.479882293,25,Aq_Sol_DB,-2.599256825,,,,,2,,,,,-3.039569559,-3.039569559
QAYICIQNSGETAS-UHFFFAOYSA-N,CN1CN(C)C(=S)SC1,Aq_Sol_DB,-1.7331,,ons_water,-2.13,,,,,2,,,,,-1.93155,-1.93155
QAYNSPOKTRVZRC-UHFFFAOYSA-N,c1cc(c(cc1N(=O)=O)Cl)C(=O)O,reaxys_water,1.758540557,25,,,,,,,1,,,,,1.758540557,1.758540557
QBBKKFZGCDJDQK-SSDOTTSWSA-N,CCC1CCCCN1,Aq_Sol_DB,-0.3463,,,,,,,,1,,,,,-0.3463,-0.3463
QBDSZLJBMIMQRS-UHFFFAOYSA-N,CC(C)(c1ccccc1)c1ccc(cc1)O,Aq_Sol_DB,-4.096484707,,,,,,,,1,,,,,-4.096484707,-4.096484707
QBELEDRHMPMKHP-UHFFFAOYSA-N,c1ccc(c(c1)Br)Cl,Aq_Sol_DB,-3.203,,,,,,,,1,,,,,-3.203,-3.203
QBHDSQZASIBAAI-UHFFFAOYSA-N,CC(=O)c1ccc(cc1)C(=O)O,reaxys_water,-2.167143796,29.99,,,,,,,1,,,,,-2.167143796,-2.167143796
QBHZLLSMZFZZCK-UHFFFAOYSA-N,Cc1ccccc1N(C(=O)c1ccc(cc1Cl)Cl)O,reaxys_water,-4.170486141,25,ons_water,-4.29593,,Aq_Sol_DB,-4.17,,3,0.07256579,,,,-4.212138714,-4.170486141
QBKXUUNBNHZZPK-UHFFFAOYSA-N,CCCC(CCC)C(=O)NCC(=O)O,reaxys_water,-1.471261503,20,,,,,,,1,,,,,-1.471261503,-1.471261503
QBNMZYNBZAKUSP-UHFFFAOYSA-N,CCN1CCn2c(C1C)nc1ccccc1c2=O,Aq_Sol_DB,-2.5,,,,,,,,1,,,,,-2.5,-2.5
QBOWIPYEPOVPGR-UHFFFAOYSA-N,CCOC(=O)c1ccc(c(c1)Cl)O,reaxys_water,-3.22319731,30,Aq_Sol_DB,-3.2232,,,,,2,,,,,-3.223198655,-3.223198655
QBPFLULOKWLNNW-UHFFFAOYSA-N,c1cc2c(c(c1)O)C(=O)c1c(cccc1O)C2=O,Aq_Sol_DB,-5.19,,reaxys_water,-5.179202999,20,,,,2,,,,,-5.1846015,-5.1846015
QBPPRVHXOZRESW-UHFFFAOYSA-N,C1CNCCNCCNCCN1,Aq_Sol_DB,-0.031020416,,,,,,,,1,,,,,-0.031020416,-0.031020416
QBSJMKIUCUGGNG-UHFFFAOYSA-N,CC(C)c1ccccc1OC(=O)NC,ons_water,-2.86,,Aq_Sol_DB,-2.6841,,,,,2,,,,,-2.77205,-2.77205
QBSVEFGWBSANTE-UHFFFAOYSA-N,Cc1cc(C)nc(C)c1C,Aq_Sol_DB,-1.3069,,,,,,,,1,,,,,-1.3069,-1.3069
QBYJBZPUGVGKQQ-SJJAEHHWSA-N,C1=CC2CC1C1C2C2(C(=C(C1(C2(Cl)Cl)Cl)Cl)Cl)Cl,ons_water,-6.56228,,reaxys_water,-7.562190525,25,,,,2,,,,,-7.062235263,-7.062235263
QCAWEPFNJXQPAN-UHFFFAOYSA-N,Cc1cc(C)cc(c1)C(=O)N(C(C)(C)C)NC(=O)c1cccc(c1C)OC,Aq_Sol_DB,-5.5664,,,,,,,,1,,,,,-5.5664,-5.5664
QCBTYVHBHHAJOH-VHSXEESVSA-N,CCN(CC)C(=O)N1CC(C)N(CC1C)C(=O)N,reaxys_water,-0.294886581,25,,,,,,,1,,,,,-0.294886581,-0.294886581
QCDAGXOLJWOIFN-UHFFFAOYSA-N,c1ccc2c(c1)ccc(c2Br)N=C=S,Aq_Sol_DB,-4.32,,,,,,,,1,,,,,-4.32,-4.32
QCDFBFJGMNKBDO-UHFFFAOYSA-N,c1cc2c(cc(c(c2nc1)O)I)Cl,Aq_Sol_DB,-1.822256226,,,,,,,,1,,,,,-1.822256226,-1.822256226
QCDWFXQBSFUVSP-UHFFFAOYSA-N,c1ccc(cc1)OCCO,ons_water,-0.70497,,Aq_Sol_DB,-0.742461176,,,,,2,,,,,-0.723715588,-0.723715588
QCDYQQDYXPDABM-UHFFFAOYSA-N,c1c(cc(cc1O)O)O,reaxys_water,-1.118045228,25,Aq_Sol_DB,-1.05,,,,,2,,,,,-1.084022614,-1.084022614
QCFYJCYNJLBDRT-UHFFFAOYSA-N,CC(CCl)OC(C)CCl,Aq_Sol_DB,-2.0027,,,,,,,,1,,,,,-2.0027,-2.0027
QCGRMMZPZDAITA-UHFFFAOYSA-N,Cn1c2c(c(=O)n(C)c1=O)n(CCCO)cn2,reaxys_water,-0.155178605,20,Aq_Sol_DB,-0.1551,,,,,2,,,,,-0.155139303,-0.155139303
QCHIRICIDKIMSH-UHFFFAOYSA-N,CCC(=O)OC(C)C(=O)OC,Aq_Sol_DB,-0.8622,,,,,,,,1,,,,,-0.8622,-0.8622
QCIGGTDJLCAYJE-UHFFFAOYSA-N,C=CC1(CC(C)C)C(=O)NC(=O)NC1=O,Aq_Sol_DB,-2.12,,reaxys_water,-2.119668001,25,,,,2,,,,,-2.119834001,-2.119834001
QCJQVLKXEYQMLF-FTLITQJKSA-N,Cc1c(cc(C(C(C(CO)O)O)O)o1)C(=O)O,reaxys_water,-1.277374683,21,,,,,,,1,,,,,-1.277374683,-1.277374683
QCKHVNQHBOGZER-UHFFFAOYSA-N,c1c(c(cc(c1Br)Br)Br)Br,reaxys_water,-6.951710532,24.85,ons_water,-6.98,,Aq_Sol_DB,-6.98,,3,0.016332932,,,,-6.970570177,-6.98
QCPDBEXGCHOIDE-RKHAQNSNSA-N,CC1COC2C3=C(C(=O)C=CC3=O)C3C4C(CCC5C1CCC245)C(=O)O3,reaxys_water,-3.470316143,25,,,,,,,1,,,,,-3.470316143,-3.470316143
QCQPGRMMDFIQMB-WDAIPKEHSA-N,CNC(=O)ON=C1C2CC(CC2C#N)C1Cl,Aq_Sol_DB,-2.0822,,,,,,,,1,,,,,-2.0822,-2.0822
QCRFMSUKWRQZEM-UHFFFAOYSA-N,C1CCCC(CC1)O,Aq_Sol_DB,-0.88,,ons_water,-0.88,,,,,2,,,,,-0.88,-0.88
QCWBDMSQWLNWJC-UHFFFAOYSA-N,CCCC1(CCO)C(=O)NC(=S)NC1=O,Aq_Sol_DB,-1.61,,reaxys_water,-1.605255073,25,,,,2,,,,,-1.607627537,-1.607627537
QCWDCTDYSDJKTP-UHFFFAOYSA-N,C1CC2C(C1)C(=O)NC2=O,Aq_Sol_DB,0.155357382,,,,,,,,1,,,,,0.155357382,0.155357382
QCWRDNFBMVSDEY-UHFFFAOYSA-N,CCCCOC(=O)CSCSCC(=O)OCCCC,Aq_Sol_DB,-4.343077858,,,,,,,,1,,,,,-4.343077858,-4.343077858
QCWTWMJMLSKQCJ-UHFFFAOYSA-N,c1c[n+](ccc1C(=O)O)[O-],Aq_Sol_DB,-1.102,,,,,,,,1,,,,,-1.102,-1.102
QCWXDVFBZVHKLV-UHFFFAOYSA-N,Cc1ccc(cc1)C(C)(C)C,Aq_Sol_DB,-4.472021768,,,,,,,,1,,,,,-4.472021768,-4.472021768
QCXZPFMTVRXKMN-UHFFFAOYSA-N,C(=C(C(=O)O)I)Br,Aq_Sol_DB,-1.2118,,,,,,,,1,,,,,-1.2118,-1.2118
QCZQSNXGKVXFGS-UHFFFAOYSA-N,CCCCCCCCCNCC(CO)O,Aq_Sol_DB,-2.64,,reaxys_water,2.698097951,20,,,,2,,,,,0.029048975,0.029048975
QCZZSANNLWPGEA-UHFFFAOYSA-N,CC(=O)c1ccc(cc1)c1ccccc1,Aq_Sol_DB,-3.3104,,,,,,,,1,,,,,-3.3104,-3.3104
QDFKKJYEIFBEFC-UHFFFAOYSA-N,c1cc(cc(c1)F)Br,Aq_Sol_DB,-2.6656,,,,,,,,1,,,,,-2.6656,-2.6656
QDFRLUNBIAQWHV-HNNXBMFYSA-N,c1cc(c2ccc(cc2)C(F)(F)F)ncc1COC1Cn2cc(nc2OC1)N(=O)=O,reaxys_water,-5.544427739,20,,,,,,,1,,,,,-5.544427739,-5.544427739
QDNPCYCBQFHNJC-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(c(c1)O)O,Aq_Sol_DB,-2.0659,,,,,,,,1,,,,,-2.0659,-2.0659
QDQGECFQVPRMEO-UHFFFAOYSA-N,c1cc(cc(c1)Oc1cc(c(cc1Cl)Cl)Cl)Cl,Aq_Sol_DB,-7.27,,,,,,,,1,,,,,-7.27,-7.27
QDSGKXLBOWDWHE-VOTSOKGWSA-N,Cc1c(C)nc(C=CC(=O)N2CCC=C(C2=O)Br)c(C)n1,reaxys_water,-4.239628845,20,,,,,,,1,,,,,-4.239628845,-4.239628845
QDTDKYHPHANITQ-UHFFFAOYSA-N,CC(C)CCCCCCO,Aq_Sol_DB,-2.487,,,,,,,,1,,,,,-2.487,-2.487
QDUFZQAVFCKSPU-UHFFFAOYSA-N,CN1CCN(Cc2ccc(Cl)nc2)C1=NN(=O)=O,reaxys_water,-1.508660176,25,,,,,,,1,,,,,-1.508660176,-1.508660176
QEALYLRSRQDCRA-UHFFFAOYSA-N,CCCCCCCCCCCCCC(=O)N,reaxys_water,-7.180680103,20,,,,,,,1,,,,,-7.180680103,-7.180680103
QEAYLNJEDDOYNQ-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc2cc(cc(c2c1)O)S(=O)(=O)O,Aq_Sol_DB,-1.9763,,,,,,,,1,,,,,-1.9763,-1.9763
QEDDLDVOLQFFLS-UHFFFAOYSA-N,CCCC(=O)OCSc1c2c([nH]cn2)ncn1,ons_water,-2.694,,reaxys_water,-2.69434191,23,Aq_Sol_DB,-2.69,,3,0.002414163,,,,-2.692780637,-2.694
QEDJMOONZLUIMC-UHFFFAOYSA-N,C=Cc1ccc(cc1)C(C)(C)C,Aq_Sol_DB,-4.563351028,,,,,,,,1,,,,,-4.563351028,-4.563351028
QEGKXSHUKXMDRW-UWTATZPHSA-N,C(C(C(=O)O)Cl)C(=O)O,Aq_Sol_DB,-0.7953,,,,,,,,1,,,,,-0.7953,-0.7953
QEJPOEGPNIVDMK-UHFFFAOYSA-N,C(C(CBr)(CBr)CO)Br,Aq_Sol_DB,-2.226109519,,,,,,,,1,,,,,-2.226109519,-2.226109519
QELOYYUEEMOCBF-PCBIJLKTSA-N,c1cc2c(cc1Cl)nc(c1ccc(N(=O)=O)o1)n2C1C(C(C(CO)O1)O)O,reaxys_water,-4.944214994,25,,,,,,,1,,,,,-4.944214994,-4.944214994
