StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
PSVPUHBSBYJSMQ-UHFFFAOYSA-N,para-methanesulfonylbenzaldehyde; 4-Methylsulfonylbenzaldehyde,CS(=O)(=O)C1=CC=C(C=O)C=C1,Solubility: 1.109 g/100g solvent,-1.325526145,C,24.99,116.759,184.216,158.25,-933.4812721,-933.4985367,-0.017264565,-933.371625,-933.389341,-0.017716,4.1088,5.6955,-0.28642,0.15339,-0.10462,0.25845,361.3369141,-2.53999,-1.74604,-0.98115,2.15221,-0.38778,20,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
PTFIPECGHSYQNR-UHFFFAOYSA-N,3-n-Pentadecylphenol; 3-n-pentadecylphenol; 1-hydroxy-3-pentadecylbenzene; 3?pentadecylphenol; 3-(n-pentadecyl)phenol; 3-pentadecylphenol; saturated cardanol,CCCCCCCCCCCCCCCC1=CC=CC(O)=C1,Solubility: 35.1 molpercent,0.676000641,E,24.38,265.506,304.516,51.125,-897.2047419,-897.2118609,-0.007118966,-896.736168,-896.742992,-0.006824,1.0827,1.4057,-0.22732,0.24403,-0.01398,0.19935,732.0383911,-0.72845,-7.99246,-0.72845,0.5225,-0.72845,58,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
PTXOYBPJOMEDBV-UHFFFAOYSA-N,"9,10-dihydroanthracene-9,10-dicarboxylic anhydride; 9,10-dihydro-anthracene-9,10-dicarboxylic acid anhydride; 9,10-Dihydro-anthracen-9,10-dicarbonsaeure-anhydrid; 9,10-Dihydroanthracen-9,10-dicarbonsaeureanhydrid",O=C1OC(=O)C2C3=C(C=CC=C3)C1C1=C2C=CC=C1,20,-1.097351032,C,15,164.443,250.254,197.5,-841.4465133,-841.4606253,-0.014112037,-841.266383,-841.280582,-0.014199,6.0339,7.7116,-0.26863,0.19643,-0.06158,0.24066,436.3017273,-1.71448,-0.96402,-0.57908,0.85873,-1.71448,29,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
PVILRJKUAKYHEK-UHFFFAOYSA-N,5-(pyridine-4-ylmethoxy)isophthalic acid dimethyl ester,COC(=O)C1=CC(=CC(OCC2=CC=NC=C2)=C1)C(=O)OC,60,-0.70084644,D,NA,241.802,301.299,101.75,-1049.656329,-1049.673125,-0.0167958,-1049.418742,-1049.4384,-0.019658,2.6679,3.9237,-0.24941,0.18367,-0.07434,0.22144,568.2943726,-2.92609,-0.30464,-0.64267,0.83257,-3.41149,37,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1
PVNIIMVLHYAWGP-UHFFFAOYSA-N,nicotinic acid; pyridine-3-carboxylic acid; m-pyridinecarboxylic acid,OC(=O)C1=CC=CN=C1,3.9,-1.499232252,C,23,99.205,123.111,234.875,-436.8771005,-436.8865003,-0.009399769,-436.805351,-436.815021,-0.00967,0.7253,0.9453,-0.27684,0.18038,-0.07763,0.24887,281.5075989,-1.35578,0.26661,-0.71809,0.81337,-1.84183,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
QCDYQQDYXPDABM-UHFFFAOYSA-N,"3,5-dihydroxyphenol; Phloroglucinol",OC1=CC(O)=CC(O)=C1,431.316,0.534039156,E,25,98.299,126.112,216.75,-457.9232672,-457.9379179,-0.014650786,-457.842806,-457.857665,-0.014859,2.8086,3.69,-0.22756,0.24294,-0.01507,0.19959,285.6192017,-2.16342,-0.17714,-0.7215,0.52466,-2.16342,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
QCXJEYYXVJIFCE-UHFFFAOYSA-N,p-(acetylamino)benzoic acid; 4-Acetamidobenzoic acid,CC(=O)NC1=CC=C(C=C1)C(O)=O,9.13792,-1.292430062,C,20,113.076,179.175,257,-628.8681557,-628.8840616,-0.015905916,-628.736424,-628.752621,-0.016197,5.7071,7.7862,-0.24535,0.19383,-0.06418,0.21738,374.9758301,-2.04205,-0.19148,-0.77695,0.80898,-2.66907,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
QFOHBWFCKVYLES-UHFFFAOYSA-N,"4-hydroxybenzoic acid, butyl ester",CCCCOC(=O)C1=CC=C(O)C=C1,Solubility: 66.623 weight percent,0.430177531,E,19.9,149.181,194.23,70,-653.3195207,-653.3302956,-0.010774891,-653.129794,-653.141096,-0.011302,1.1195,1.7351,-0.24344,0.21005,-0.04796,0.21547,435.4263306,-1.92793,-1.7905,-0.71079,0.81811,-1.92793,28,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
QGBSISYHAICWAH-UHFFFAOYSA-N,dicyandiamide; cyanoguanidine; 2-cyanoguanidine,N\C(N)=N/C#N,Solubility: 2.2E0 g/100g solvent,-0.687403465,D,NA,69.261,84.0806,208.5,-297.628875,-297.6516096,-0.022734559,-297.585345,-297.608688,-0.023343,8.1808,10.9227,-0.24851,0.22366,-0.03435,0.22054,237.1225433,0,1.07829,-0.84358,0.6444,-2.8936,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
QGZBWVROTIMWPF-AWEZNQCLSA-N,"N,N-bis-(2-cyano-ethyl)-L-tyrosine; N,N-Bis-(2-cyan-aethyl)-L-tyrosin",[H][C@@](CC1=CC=C(O)C=C1)(N(CCC#N)CCC#N)C(O)=O,430,0.175105621,E,26,172.42,287.318,123.5,-971.753789,-971.7817393,-0.027950365,-971.501724,-971.529838,-0.028114,4.6979,5.4993,-0.2392,0.21624,-0.04177,0.21123,528.0297241,-2.07198,-1.62127,-0.72506,0.8254,-3.43162,38,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
QIJZEVMDXMIRHM-AEMDVCDZSA-N,"diethyl-2,4,6,8,9,10-hexathia-adamantane; Diaethyl-2,4,6,8,9,10-hexathia-adamantan",CCC12SC3S[C@@H](S[C@](CC)(S3)S1)S2,2,-2.17692864,B,NA,228.935,300.579,250,-2701.191,-2701.201204,-0.01020336,-2701.042387,-2701.052553,-0.010166,0.8326,0.8873,-0.2289,0.22003,-0.03798,0.20093,420.1835022,0,-5.05361,-0.78482,0.3324,1.80842,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
QIQXTHQIDYTFRH-UHFFFAOYSA-N,stearic acid; n-octadecanoic acid,CCCCCCCCCCCCCCCCCC(O)=O,Solubility: 0.77 molpercent,-0.98281575,D,24.89,269.722,284.483,69.435,-858.1318614,-858.1395481,-0.007686754,-857.674982,-857.684032,-0.00905,1.5459,2.1126,-0.28866,0.25191,-0.0061,0.26069,710.6730347,-1.37966,-7.32505,-0.72914,0.83162,-1.37966,56,16,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
QJAIOCKFIORVFU-UHFFFAOYSA-N,"N,N-Dimethyl-4-nitroaniline",CN(C)C1=CC=C(C=C1)N(=O)=O,Solubility: 2.67 vol-percent,-1.722553688,C,25,132.726,166.18,163.5,-570.7467551,-570.7600642,-0.013309149,-570.608523,-570.622251,-0.013728,8.7814,12.5823,-0.2253,0.17282,-0.08519,0.19733,356.007843,-0.9157,-1.67979,-0.47686,0.48117,-0.86975,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
QJVXKWHHAMZTBY-GCPOEHJPSA-N,"syringin; Eleutheroside B; (2R,3S,4S,5R,6S)-2-(hydroxymethyl)-6-[4-[(E)-3-hydroxyprop-1-enyl]-2,6-dimethoxyphenoxy]-oxane-3,4,5-triol; 4-[(1E)-3-hydroxyprop-1-en-1-yl]-2,6-dimethoxyphenyl beta-D-glucopyranoside; 4-(3-hydroxy-1-propenyl)-2,6-dimethoxyphenyl-beta-D-glucopyranoside; 4-hydroxy-3,5-dimethoxycinnamyl alcohol 4-O-beta-D-glucopyranoside; 3-(4-O-beta-D-glucopyranoside-3,5-dimethoxyphenyl)-2-propen-1-ol",COC1=CC(\C=C\CO)=CC(OC)=C1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,Solubility:1 g/kg.,-2.676107361,B,20,253.103,372.372,191,-1339.218642,-1339.246297,-0.02765486,-1338.871713,-1338.899124,-0.027411,3.5973,4.1999,-0.21592,0.21174,-0.04627,0.18795,642.713562,-6.24588,-0.73411,-0.80672,0.52404,-6.24588,50,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
QLZHNIAADXEJJP-UHFFFAOYSA-N,phenylphosphonate; phenylphosphonic acid,OP(O)(=O)C1=CC=CC=C1,Solubility: 17.42 molpercent,0.371741675,E,24.99,130.911,158.094,160,-799.9648535,-799.9816079,-0.016754411,-799.8738,-799.892478,-0.018678,4.4221,5.8586,-0.27465,0.20931,-0.0487,0.24668,324.0198059,-3.2102,-1.61017,-1.1247,2.40804,-0.80216,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
QMGVPVSNSZLJIA-FVWCLLPLSA-N,strychnidin-10-one; Nux Vomica; Strychnine; [3H]-strychnine; (-)-Strychnine; strychnin; strychnine,[H][C@]12C[C@@]3([H])C4=CCO[C@@]5([H])CC(=O)N6C7=C(C=CC=C7)[C@@]1(CCN2C4)[C@]6([H])[C@@]35[H],1.32,-2.403715714,B,15,244.14,334.418,282,-1073.443231,-1073.456217,-0.01298616,-1073.086678,-1073.099886,-0.013208,4.3797,6.0534,-0.21393,0.23345,-0.02456,0.18596,499.9667053,-1.28611,-3.29938,-0.67506,0.70505,-2.31095,47,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
QPPBRPIAZZHUNT-UHFFFAOYSA-N,sulfamerazina; 2-sulfanilamido-4-methylpyrimidine; Sulfamerazin; 4?amino?N?(4?methylpyrimidin?2?yl)benzenesulfonamide; 4-amino-N-(4-methylpyrimidin-2-yl)benzene-1-sulfonamide; 4-amino-N-(4-methyl-pyrimidin-2-yl)-benzenesulfonamide; 4-amino-N-(4-methyl pyrimidin-2-yl)benzenesulfonamide,CC1=NC(NS(=O)(=O)C2=CC=C(N)C=C2)=NC=C1,10.8099,-1.388288632,C,24,166.311,264.308,236,-1194.020337,-1194.039848,-0.01951028,-1193.837377,-1193.857803,-0.020426,6.2553,9.0157,-0.23007,0.2066,-0.05141,0.2021,477.8361206,-1.93199,-1.28852,-0.97666,2.33096,-2.41089,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0,1
QRXWMOHMRWLFEY-UHFFFAOYSA-N,isoniazid; pyridine-4-carbohydrazide; isonicotinic acid hydrazid; isonicotinoylhydrazine; isonicotinoyl hydrazine,NNC(=O)C1=CC=NC=C1,Solubility: 9.46 mol/1000mol,-0.893415339,D,27.84,88.859,137.141,171,-472.3256077,-472.3387851,-0.013177469,-472.226896,-472.240308,-0.013412,2.0231,3.0899,-0.27442,0.18398,-0.07403,0.24645,312.5684204,-0.67395,0.08331,-0.73083,0.65999,-2.36807,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1
QVNDSQQNODQYJM-YHUYYLMFSA-N,(+-)-zeta-truxinic acid; (+-)-zeta-Truxinsaeure; Opt.-inakt. 3c.4t-Diphenyl-cyclobutan-dicarbonsaeure-(1c.2c); dl-zeta-Truxinsaeure; zeta-Truxinsaeure,OC(=O)[C@H]1[C@H]([C@H]([C@@H]1C1=CC=CC=C1)C1=CC=CC=C1)C(O)=O,100 g solvent dissolves. 2.343 g Substance.,-1.207123417,C,20,222.443,296.323,239,-996.4934253,-996.5108991,-0.017473769,-996.24018,-996.257981,-0.017801,2.6972,4.1493,-0.24824,0.22734,-0.03067,0.22027,525.0986938,-2.71073,-1.97913,-0.72297,0.84325,-2.71073,38,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1
QWCRAEMEVRGPNT-UHFFFAOYSA-N,BUSPIRONE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)C1=NC=CC=N1,88,-0.641551849,D,NA,339.298,385.509,103.5,-1243.192502,-1243.209207,-0.0167048,-1242.739307,-1242.756392,-0.017085,3.3632,4.1688,-0.21513,0.21721,-0.0408,0.18716,699.7366943,-1.27448,-3.77216,-0.63773,0.73188,-3.92988,59,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
QXSAKPUBHTZHKW-UHFFFAOYSA-N,p-hydroxybenzamide; para-hydroxybenzamide; 4-hydroxyacetanilide; 4-Hydroxybenzamide; 4-hydroxy-benzamide; ZT0627; 4-hydroxy-benzoic acid amide,NC(=O)C1=CC=C(O)C=C1,17.0051,-0.906578621,D,20,91.712,137.138,160,-476.1935331,-476.2090709,-0.015537782,-476.095719,-476.11167,-0.015951,2.9565,4.0993,-0.24401,0.21263,-0.04538,0.21604,310.2324524,-1.41112,-0.17372,-0.85818,0.66743,-2.2693,17,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RAYRRTBHPMNPSP-UHFFFAOYSA-N,"3-chloro-N1-phenyl-o-phenylenediamine; 3-Chlor-N1-phenyl-o-phenylendiamin; 3-chloro-N1-phenylbenzene-1,2-diamine",NC1=C(NC2=CC=CC=C2)C=CC=C1Cl,350,0.204247063,E,20,140.294,218.686,116,-1033.626749,-1033.634384,-0.00763487,-1033.461453,-1033.469583,-0.00813,1.4554,1.869,-0.2027,0.22979,-0.02822,0.17473,422.1931458,0,-1.77811,-0.86969,0.43582,-1.54142,26,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RBKZPLGVRVCFHO-UHFFFAOYSA-N,2-(4-methoxy-benzoyl)-3-phenyl-cyclopropanecarboxylic acid; 2-(4-Methoxy-benzoyl)-3-phenyl-cyclopropancarbonsaeure; 2-Phenyl-3-anisoyl-cyclopropan-carbonsaeure-(1),COC1=CC=C(C=C1)C(=O)C1C(C1C1=CC=CC=C1)C(O)=O,15 g solvent dissolves. 1 g Substance.,-0.752986964,D,NA,187.502,296.323,198,-996.4695645,-996.4849674,-0.015402858,-996.218694,-996.235435,-0.016741,3.7221,5.0547,-0.24122,0.1912,-0.06681,0.21325,549.1135864,-2.51633,-1.86774,-0.71317,0.82657,-2.51633,38,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1
RBNWAMSGVWEHFP-WAAGHKOSSA-N,"cis-1,8-terpine; c-4-p-menthane-r-1,8-diol; cis-1,8-terpin; cis-terpin; 1r-Methyl-4t-(alpha-hydroxy-isopropyl)-cyclohexanol-(1); cis-Terpin; cis-4-hydroxy-alpha,alpha,4-trimethylcyclohexanemethanol",CC(C)(O)[C@H]1CC[C@@](C)(O)CC1,37.037,-0.66756881,D,25,152.205,172.268,105,-543.5811815,-543.5902167,-0.00903522,-543.328797,-543.338389,-0.009592,2.2733,3.211,-0.26663,0.25026,-0.00775,0.23866,381.2590332,-1.61225,-3.7671,-0.80738,0.5041,-1.61225,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
RBOXVHNMENFORY-DNJOTXNNSA-N,"dihydrocodeine; (4R,4aR,7S,7aR,12bS)-9-Methoxy-3-methyl-2,3,4,4a,5,6,7,7aoctahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol; 4,5-alpha-epoxy-3-methoxy-17-methylmorphinan-6-ol; (?)-dihydrocodeine; Dihydrocodein; drocode; 4,5alpha-epoxy-3-methoxy-17-methyl-morphinan-6alpha-ol",[H][C@@]12OC3=C4C(C[C@H]5N(C)CC[C@@]14[C@@]5([H])CC[C@@H]2O)=CC=C3OC,22.5 g solvent dissolves. 1 g Substance.,-0.936435936,D,20,209.654,301.386,111.75,-980.1875802,-980.1984109,-0.010830743,-979.842181,-979.853632,-0.011451,1.4855,2.0462,-0.20664,0.25257,-0.00544,0.17867,496.5064392,-1.90281,-3.37592,-0.79829,0.51303,-2.46485,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
REFJWTPEDVJJIY-UHFFFAOYSA-N,"quercetol; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one; Quercetin; 3,5,7-trihydroxy-2-(3',4'-dihydroxy-phenyl)-4H-1-benzopyran-4-one; [2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4-one]; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-1-benzopyran-4one; 2-(3,4-dihydroxyphenyl)-3,5,7-trihydroxy-4H-chromen-4-one",OC1=CC(O)=C2C(=O)C(O)=C(OC2=C1)C1=CC=C(O)C(O)=C1,40,-0.878291949,D,20,186.201,302.24,310.75,-1104.226535,-1104.242482,-0.01594701,-1104.042454,-1104.057521,-0.015067,0.3464,0.7246,-0.21687,0.17484,-0.08317,0.1889,477.5503235,-4.76111,0.74856,-0.73888,0.53833,-4.76111,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1
REQGKPUCIBDMFW-OUKQBFOZSA-N,N.N'-bis-(4-dimethylamino-phenyl)-N-(decen-(2t)-oyl)-urea; N.N'-Bis-(4-dimethylamino-phenyl)-N-(decen-(2t)-oyl)-harnstoff,CCCCCCC\C=C\C(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 2.40 g Substance.,-1.37873342,C,20,411.387,450.624,129.5,-1421.267696,-1421.29103,-0.02333388,-1420.729473,-1420.753129,-0.023656,8.794,12.704,-0.183,0.20992,-0.04809,0.15503,884.8341675,-1.31815,-5.91599,-0.68801,0.84126,-3.45317,71,6,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RFMMMVDNIPUKGG-YFKPBYRVSA-N,N-acetyl-(S)-glutamic acid; N-acetyl-L-glutamic acid,[H][C@@](CCC(O)=O)(NC(C)=O)C(O)=O,2.1,-1.954628378,C,25,112.03,189.168,199,-704.3235923,-704.3427408,-0.019148496,-704.177967,-704.199284,-0.021317,1.5121,2.2074,-0.26971,0.22853,-0.02948,0.24174,395.285553,-3.424,0.37734,-0.76759,0.83219,-4.08102,24,2,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
RGDPZMQZWZMONQ-UHFFFAOYSA-N,3-acetylaminobenzoic acid; 3-acetylamino benzoic acid; m-acetylamino-benzoic acid; 3-acetamidobenzoic acid; 3-acetylamino-benzoic acid; 3-Acetylamino-benzoesaeure; 3-Acetamino-benzoesaeure,CC(=O)NC1=CC=CC(=C1)C(O)=O,3.94185,-1.657577319,C,20,119.147,179.175,246.25,-628.8649482,-628.8820077,-0.017059482,-628.734943,-628.752126,-0.017183,5.4668,7.6854,-0.24251,0.19344,-0.06457,0.21454,374.3130798,-2.04517,-0.18228,-0.76962,0.81415,-2.66758,22,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
RHTVQEPJVKUMPI-UHFFFAOYSA-N,"N-phenyl-2,4-dinitroaniline; N-(2,4-dinitrophenyl)benzeneamine; N-(2,4-dinitrophenyl)aniline; 2,4-dinitro-N-phenylaniline; 2,4-dinitrodiphenylamine; acetoquinone yellow 5JZ; serisol yellow 2G",O=N(=O)C1=CC=C(NC2=CC=CC=C2)C(=C1)N(=O)=O,100 g solvent dissolves. 3.765 g Substance.,-0.943035544,D,15,168.568,259.221,156.5,-927.6817101,-927.7001357,-0.018425607,-927.523613,-927.541687,-0.018074,7.3512,10.0775,-0.24301,0.14518,-0.11283,0.21504,445.4837646,-1.6388,-1.38481,-0.56952,0.49606,-1.21813,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RIOQSEWOXXDEQQ-UHFFFAOYSA-N,triphenylphosphine; triphenyphosphine; PPh3; triphenylphosphane; triphenyl phosphane; triphenyl phosphine; triphenylphoshine,C1=CC=C(C=C1)P(C1=CC=CC=C1)C1=CC=CC=C1,Solubility: 8.9 molpercent,0.080083531,E,30.04,207.211,262.291,79.5,-1036.325082,-1036.33142,-0.00633792,-1036.097091,-1036.104005,-0.006914,1.3904,2.0386,-0.22027,0.22521,-0.0328,0.1923,504.4143677,0,-4.6591,-0.36328,0.86856,0.86856,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
RJFKAACXQHIYTD-UHFFFAOYSA-N,"N,N'-bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-undecanoyl)-urea; N,N'-Bis-(4-dimethylamino-phenyl)-N-(3-hydroxy-undecanoyl)-harnstoff",CCCCCCCCC(O)CC(=O)N(C(=O)NC1=CC=C(C=C1)N(C)C)C1=CC=C(C=C1)N(C)C,100 g solvent dissolves. 1.07 g Substance.,-1.759393273,C,20,412.326,482.666,120,-1537.037254,-1537.057417,-0.02016327,-1536.444777,-1536.466137,-0.02136,4.1295,5.384,-0.17995,0.22863,-0.02938,0.15198,916.5562744,-2.14819,-6.31265,-0.79715,0.83645,-4.2826,77,7,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RJKGJBPXVHTNJL-UHFFFAOYSA-N,1-Nitronaphthalene; 1-nitronaphtalene,O=N(=O)C1=CC=CC2=C1C=CC=C2,100 g solvent dissolves. 131.602 g Substance.,0.775650381,E,18,106.265,173.171,57.35,-590.4113648,-590.4201223,-0.008757505,-590.296659,-590.305511,-0.008852,5.0713,6.7837,-0.24857,0.15197,-0.10604,0.2206,344.7341003,-0.81893,-1.52516,-0.41192,0.49754,-0.32139,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
RJNJWHFSKNJCTB-UHFFFAOYSA-N,benzylurea; phenyl-methylurea; 1-phenylmethylurea; benzylcarbamide; monobenzylurea; N-benzyl urea; 1-benzylurea,NC(=O)NCC1=CC=CC=C1,31,-0.685250406,D,23,121.971,150.18,148,-495.6469846,-495.661315,-0.014330457,-495.511081,-495.526452,-0.015371,3.8907,5.3952,-0.25068,0.23285,-0.02516,0.22271,356.5081177,-0.73906,-0.74897,-0.90278,0.8008,-2.32594,21,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RLMGYIOTPQVQJR-PHDIDXHHSA-N,"trans-1,3-cyclohexanediol; trans-1,3-dihydroxycyclohexane; (trans)-cyclohexane-1,3-diol; trans-cyclohexane-1,3-diol; trans cyclohexan-1,3-diol; trans-1,3-Cyclohexandiol; (±)-trans-1,3-cyclohexanediol",O[C@@H]1CCC[C@@H](O)C1,79,-0.167429512,D,17.5,101.87,116.16,116.25,-386.3200839,-386.3299608,-0.009876862,-386.172944,-386.183038,-0.010094,2.5684,3.4127,-0.27005,0.25189,-0.00612,0.24208,294.4559326,-1.61701,-1.8187,-0.811,0.50874,-1.61701,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
RMBFBMJGBANMMK-UHFFFAOYSA-N,"2,4-dinitrotoluene; 2,4-dinitro-toluene; 1-methyl-2,4-dinitrobenzene; 2,4-dinitromethylbenzene; 2,4-Dinitro-toluene; 2,4-dinitro toluene; 2,4-Dinitrotoluene",CC1=CC=C(C=C1N(=O)=O)N(=O)=O,100 g solvent dissolves. 81.901 g Substance.,0.547763067,E,15,96.741,182.136,70.015,-680.5904206,-680.6025674,-0.012146757,-680.495156,-680.507679,-0.012523,5.2951,6.9073,-0.3092,0.13272,-0.12529,0.28123,343.7945862,-1.57449,-1.10688,-0.70951,0.5036,-0.56762,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
