StdInChIKey,Name,Smile,Sol,LogS,S,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
QPKUOOVISUGIRK-UHFFFAOYSA-N,"1,8-dibenzoylnaphthalene; 1,8-dibenzoyl-naphthalene; 1,8-Dibenzoyl-naphthalin; peri-Dibenzoyl-naphthalin; 1.8-Dibenzoyl-naphthalin; 1,8-Dibenzoylnaphthalin",O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23,Solubility: 3.362 weight-percent,-1.057741262,0.087550522,D,25,257.827,336.39,188.5,-1074.678379,-1074.684737,-0.00635734,-1074.400132,-1074.406135,-0.006003,2.5929,3.2611,-0.23325,0.09221,-0.08811,0.07434,550.718811,-1.13272,-2.9277,-0.56636,0.55523,-1.13272,42,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
QTQRHYLAOSURLC-UHFFFAOYSA-N,2-bromo-7-nitro-9H-fluorene; 2-nitro-7-bromo-9H-fluorene; 2-bromo-7-nitro-fluorene; 2-bromo-7-nitrofluorene; 2-nitro-7-bromofluorene; 7-bromo-2-nitrofluorene; 2-Brom-7-nitro-fluoren,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1,320 g solvent dissolves. 1 g Substance.,-2.025217553,0.009435881,C,18,208.309,290.116,236,-3277.081004,-3277.086049,-0.00504533,-3276.941052,-3276.946573,-0.005521,4.2576,4.8771,-0.2475,0.07143,-0.10889,0.08859,434.1170044,-0.80381,-1.89313,-0.42597,0.49302,-0.24365,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
QUVCQYQEIOLHFZ-UHFFFAOYSA-N,"seseline; 8,8-dimethyl-2H,8H-benzo[1,2-b:3,4-b']dipyran-2-one; 8,8-dimethylpyrano[2,3-f]chromen-2(8H)-one; sesselin; seselin; 8,8-dimethyl-8H-pyrano[2,3-f]chromen-2-one; 8,8-Dimethyl-8H-pyrano[2,3-f]chromen-2-on",CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1,100 g solvent dissolves. 25.5 g Substance.,-0.009360791,0.97867661,E,18,126.693,228.247,119,-766.4164825,-766.4217948,-0.005312361,-766.228447,-766.233814,-0.005367,4.8718,5.7387,-0.22518,0.10545,-0.07487,0.06627,431.4650269,-1.6571,-1.39379,-0.69836,0.76179,-1.6571,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
QZLYZQUYIQGGOQ-UHFFFAOYSA-N,6-oxo-octadecanoic acid; 6-oxooctadecanoic acid; 6-Oxo-octadecansaeure,CCCCCCCCCCCCC(=O)CCCCC(O)=O,7.5,-1.599833602,0.02512849,D,25,266.485,298.466,86,-932.1495399,-932.1558274,-0.006287526,-931.71628,-931.722034,-0.005754,1.2389,1.407,-0.25559,0.15503,-0.02529,0.09668,714.6569824,-1.94291,-6.46201,-0.72682,0.82301,-1.94291,55,11,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
RBOXVHNMENFORY-DNJOTXNNSA-N,"dihydrocodeine; (4R,4aR,7S,7aR,12bS)-9-Methoxy-3-methyl-2,3,4,4a,5,6,7,7aoctahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol; 4,5-alpha-epoxy-3-methoxy-17-methylmorphinan-6-ol; (?)-dihydrocodeine; Dihydrocodein; drocode; 4,5alpha-epoxy-3-methoxy-17-methyl-morphinan-6alpha-ol",COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,6.5 g solvent dissolves. 1 g Substance.,-0.349532325,0.447164868,E,20,212.342,301.386,112,-980.1875802,-980.1922288,-0.004648644,-979.842181,-979.847251,-0.00507,1.4852,1.7308,-0.20664,0.17488,-0.00544,0.04773,496.4893188,-1.87488,-3.3446,-0.78681,0.51039,-2.4332,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
RCNCKKACINZDOI-UHFFFAOYSA-N,"4,5-dimethylresorcinol; 1,5-dihydroxy-3,4-dimethylbenzene; 1,3-dihydroxy-4,5-dimethylbenzene; 4,5-dimethyl-1,3-dihydroxybenzene; 2,4-dihydroxy-6-methyltoluene; 2,3-dimethyl-5-hydroxyphenol; 4,5-dimethyl-benzene-1,3-diol",Cc1cc(O)cc(O)c1C,Solubility: 2.127E-1 mol-percent,-1.622435042,0.023854206,D,24.9,108.11,138.166,136,-461.3359574,-461.3404589,-0.0045015,-461.206695,-461.211496,-0.004801,1.8485,2.1323,-0.21608,0.17231,-0.00801,0.05717,320.4281616,-1.43375,-1.5857,-0.72036,0.51529,-1.43375,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RJWYTISHBMNMOZ-UHFFFAOYSA-N,2-amino-7-bromofluorene; 2-amino-7-bromo-fluorene; 7-bromo-2-aminofluorene; 7-bromo-fluoren-2-ylamine; 7-Brom-fluoren-2-ylamin; 7-Brom-2-amino-fluoren; 7-bromo-9H-fluoren-2-ylamine,Nc1ccc2c(Cc3cc(Br)ccc23)c1,35 g solvent dissolves. 1 g Substance.,-1.016759388,0.096214519,D,18,123.094,260.133,144,-3127.926938,-3127.931117,-0.00417928,-3127.770055,-3127.774214,-0.004159,4.2208,4.774,-0.20041,0.14088,-0.03944,0.0415,416.8141479,0,-2.02449,-0.86223,0.41602,-0.81962,25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
RKUNBYITZUJHSG-SPUOUPEWSA-N,Atropine,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3,100 g solvent dissolves. 9.214 g Substance.,-0.554508694,0.278927482,E,15,224.147,289.375,115,-942.1136696,-942.1190135,-0.005343859,-941.783346,-941.788668,-0.005322,2.913,3.2651,-0.22418,0.15134,-0.02898,0.06527,546.7233887,-1.96149,-3.41944,-0.77918,0.84315,-2.51399,44,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
RLHYRFVLZOSXDH-UHFFFAOYSA-N,"1,4-diacetoxy-9,10-anthraquinone; 9,10-dioxo-9,10-dihydroanthracene-1,4-diyl diacetate; quinizarin diacetate; 1,4-diacetoxy-anthraquinone; 1,4-Diacetoxy-anthrachinon; 5.8-Diacetoxy-naphthochinon-(1.4); 1,4-Dihydroxy-anthrachinondiacetat",CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12,100 g solvent dissolves. 0.70 g Substance.,-1.723331411,0.018909001,D,25,227.85,324.29,237,-1144.559754,-1144.567161,-0.00740652,-1144.348472,-1144.356414,-0.007942,3.5699,4.3862,-0.26544,0.05914,-0.12118,0.10653,529.8945923,-3.40976,0.18829,-0.77999,0.83688,-3.40976,36,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
RMBFBMJGBANMMK-UHFFFAOYSA-N,"2,4-dinitrotoluene; 2,4-dinitro-toluene; 1-methyl-2,4-dinitrobenzene; 2,4-dinitromethylbenzene; 2,4-Dinitro-toluene; 2,4-dinitro toluene; 2,4-Dinitrotoluene",Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 60.644 g Substance.,0.464896151,2.916729479,F,15,120.455,182.136,69.5,-680.5904206,-680.5960066,-0.005586029,-680.495163,-680.500994,-0.005831,5.2951,6.0272,-0.3092,0.05504,-0.12528,0.15029,343.3227539,-1.52211,-1.1371,-0.70826,0.49949,-0.52419,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
RNBWGWPKGHGLOY-AATRIKPKSA-N,methyl (E)-3-acetamido-2-butenoate; ethyl (E)-beta-acetylaminobut-2-enoate; (E)-ethyl beta-acetamidocrotonate; ethyl (E)-beta-acetamidocrotonate; (E)-ethyl 3-acetamido-2-butenoate; ethyl (E)-3-acetamido-2-butenoate; E-ethyl 3-acetamino-2-butenoate,CCOC(=O)\C=C(/C)NC(C)=O,Solubility :18 Gew.- percent.,-0.035717002,0.921049557,E,18,129.966,171.196,110,-593.1507972,-593.1569462,-0.006148925,-592.985023,-592.993866,-0.008843,4.5169,5.1823,-0.24562,0.12375,-0.05657,0.08671,402.9070435,-1.84354,-1.01666,-0.77147,0.78416,-2.47766,25,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RNBWGWPKGHGLOY-WAYWQWQTSA-N,ethyl (Z)-beta-acetylaminobut-2-enoate; ethyl (Z)-beta-acetamidocrotonate; ethyl (Z)-3-acetoamido-2-butenoate; methyl (Z)-3-acetamido-2-butenoate; (Z)-ethyl 3-acetamido-2-butenoate; (Z)-ethyl 3-acetamidobut-2-enoate; ethyl (Z)-3-acetamido-2-butenoate,CCOC(=O)/C=C(/C)NC(C)=O,Solubility :46 Gew.- percent.,0.371768325,2.353793315,F,20,139.305,171.196,63,-593.1635962,-593.1679038,-0.004307579,-592.995974,-593.000524,-0.00455,2.4516,2.7782,-0.24388,0.12184,-0.05848,0.08497,401.1088867,-1.86926,-1.00412,-0.77094,0.78456,-2.51832,25,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RNDOMZKEPZZDQT-UHFFFAOYSA-N,cyano-[2]naphthylhydrazono-acetic acid ethyl ester; Mesoxalsaeure-aethylester-nitril-beta-naphthylhydrazon; Cyan-[2]naphthylhydrazono-essigsaeure-aethylester,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N,100 g solvent dissolves. 5.137 g Substance.; alpha-form,-0.773764165,0.168358805,E,17,208.472,267.287,124,-894.1338778,-894.1407333,-0.006855482,-893.926268,-893.933454,-0.007186,5.9511,6.9529,-0.22822,0.08364,-0.09668,0.06931,524.5656128,-1.16256,-1.44054,-0.71201,0.78797,-1.95561,33,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
RRGUKTPIGVIEKM-UHFFFAOYSA-N,"6-[4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy]-3,4-dihydrocarbostyril; Cilostazol",O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,0.404,-2.961194289,0.001093467,C,25,296.594,369.467,158,-1202.634769,-1202.646856,-0.01208709,-1202.232171,-1202.243403,-0.011232,5.7708,6.45,-0.21641,0.14992,-0.0304,0.0575,680.8821411,-1.20193,-4.37569,-0.65395,0.69142,-2.57245,54,4,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
RTVRUUUUWHGNMM-UHFFFAOYSA-N,cyano-(4-nitro-phenylhydrazono)-acetic acid ethyl ester; Cyan-(4-nitro-phenylhydrazono)-essigsaeure-aethylester; Mesoxalsaeure-aethylester-nitril-(4-nitro-phenylhydrazon); (4-Nitro-benzolazo)-cyanessigsaeure-aethylester; Cyanoglyoxalsaeureethylester-p-nitrophenylhydrazon,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N,100 g solvent dissolves. 0.51 g Substance.; beta-form,-1.768599812,0.017037277,D,18,165.691,262.225,190,-944.995378,-945.0043273,-0.008949329,-944.83283,-944.84184,-0.00901,2.8749,2.913,-0.26463,0.0546,-0.12572,0.10572,496.0213928,-1.94157,-0.52082,-0.71302,0.78967,-2.23492,29,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RTZZCYNQPHTPPL-UHFFFAOYSA-N,meta-nitrophenol; 3-Nitrophenol,Oc1cccc(c1)[N+]([O-])=O,24.8,-0.748909792,0.178274903,E,25,100.804,139.111,97,-511.991179,-511.9964436,-0.005264609,-511.917352,-511.922718,-0.005366,3.8139,4.3487,-0.26309,0.07125,-0.10907,0.10418,295.9500732,-1.48944,-0.60722,-0.70309,0.5195,-0.99187,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RYFIDGIWTNANMO-DIVCQZSQSA-N,"trans-9,10-dihydroxy-9,10-diphenyl-9,10-dihydroanthracene; trans-9,10-Dihydroxy-9,10-diphenyl-9,10-dihydroanthracen; 9r.10t-diphenyl-9.10-dihydro-anthracenediol-(9.10c); 9r.10t-Diphenyl-9.10-dihydro-anthracendiol-(9.10c); trans-9,10-Dihydroxy-9,10-diphenyl-9,10-dihydro-anthracen; trans-9,10-Dihydroxy-9,10-diphenyl-anthracen",c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O,3,-2.08450955,0.008231717,C,17,286.115,364.444,263,-1153.284596,-1153.290199,-0.00560354,-1152.950539,-1152.95589,-0.005351,2.4228,2.7543,-0.23861,0.14353,-0.03679,0.0797,594.5671387,-1.52196,-3.98287,-0.76114,0.502,-1.52196,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RYYVLZVUVIJVGH-UHFFFAOYSA-N,"3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione; caffeine",Cn1cnc2N(C)C(=O)N(C)C(=O)c12,10.204,-1.279463121,0.052545663,D,25,170.795,194.193,235,-680.4006725,-680.4072235,-0.006551087,-680.251938,-680.258322,-0.006384,4.0678,4.7062,-0.2317,0.1344,-0.04592,0.07279,371.6437988,-1.31143,0.63357,-0.66461,0.83463,-3.17547,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
RZVAJINKPMORJF-UHFFFAOYSA-N,4-acetaminophenol; p-hydroxyacetanilide; Acetaminophen; N?(4?hydroxyphenyl)acetamide; N-(4-hydroxy-phenyl)-acetamide; N-(4-hydroxyphenyl)acetanilide; N-(4-hydroxylphenyl)acetamide,CC(=O)Nc1ccc(O)cc1,Solubility: 0.11 mol-percent,-1.908809846,0.012336449,D,25,112.971,151.165,170,-515.5044409,-515.5110328,-0.006591897,-515.38196,-515.388539,-0.006579,2.3005,2.7253,-0.21533,0.15819,-0.02213,0.05642,342.8351135,-1.37748,-0.74487,-0.76741,0.67854,-2.00162,20,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RZYNKBXUQOCKSI-UHFFFAOYSA-N,"N-(5-methyl-1(3)H-benzimidazol-2-yl)-N',N''-diphenyl-N-p-tolyl-guanidine; N-(5-Methyl-1(3)H-benzimidazol-2-yl)-N',N''-diphenyl-N-p-tolyl-guanidin",Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5,100 g solvent dissolves. 0.8 g Substance.,-1.789426964,0.016239514,D,15,327.711,431.54,176,-1355.864959,-1355.87139,-0.00643069,-1355.456424,-1355.463182,-0.006758,4.0447,4.6261,-0.20174,0.13926,-0.04106,0.04283,755.2778931,0,-3.75786,-0.70228,0.66077,-2.86791,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
SAMVPMGKGGLIPF-UHFFFAOYSA-N,3-chloromandelic acid; 3-chloro-alpha-hydroxybenzeneacetic acid; (rac)-2-(3-chlorophenyl)-2-hydroxyacetic acid; 2-(3-chlorophenyl)-2-hydroxyacetic acid; (rac)-3-chloro-mandelic acid; rac-3-chloromandelic acid; m-chloromandelic acid,OC(C(O)=O)c1cccc(Cl)c1,2.71,-1.837930711,0.014523433,D,22,127.349,186.595,113,-994.9613528,-994.9663356,-0.004982795,-994.861572,-994.867317,-0.005745,3.699,4.1218,-0.25695,0.13318,-0.04714,0.09804,354.2503052,-2.10246,-0.24263,-0.7728,0.80756,-2.10852,19,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
SEDZROHEORUIGZ-OQLLNIDSSA-N,acetophenone-((E)-O-picryl oxime ); acetophenone-(O-picryl oxime ); Acetophenon-((E)-O-picryl-oxim); Acetophenon-(O-picryl-oxim),C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2,213,-0.211017704,0.615151796,E,25,225.922,346.256,112,-1284.766279,-1284.773794,-0.00751494,-1284.580076,-1284.587914,-0.007838,5.6257,6.1111,-0.26785,0.04699,-0.13333,0.10894,539.6040649,-2.56992,-1.46751,-0.74716,0.50881,-1.24459,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
SFVBWARTAYZWKI-UHFFFAOYSA-N,"p-bromobenzaldehyde 2,4-dinitrophenylhydrazone; 4-bromo-benzaldehyde-(2,4-dinitro-phenylhydrazone); 4-Brom-benzaldehyd-(2,4-dinitro-phenylhydrazon)",[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O,0.25,-3.164522971,0.000684663,B,20,236.09,365.143,258,-3592.258417,-3592.265911,-0.00749464,-3592.09343,-3592.100723,-0.007293,6.8288,7.9347,-0.24332,0.05505,-0.12527,0.08441,532.6949463,-1.62338,-1.36696,-0.44127,0.49308,-1.21421,31,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
SIOXPEMLGUPBBT-UHFFFAOYSA-N,2-Picolinic acid; Picolinic acid; 2-pyridinecarboxylic acid; pyridine-2-carboxylic acid; 2-pyridine carboxylic acid,OC(=O)c1ccccn1,4,-1.488236868,0.032491004,D,30,90.686,123.111,136,-436.8742519,-436.8793831,-0.005131135,-436.802704,-436.807805,-0.005101,2.6038,3.0232,-0.27433,0.10453,-0.07579,0.11542,284.4169312,-1.3213,0.19373,-0.69466,0.79109,-1.74706,14,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
SIZDUQQDBXJXLQ-JGVFFNPUSA-N,"(+)-cis-pinonic acid; (-)-(1'S,3'S)-2-(3'-acetyl-2',2'-dimethylcyclobutyl)acetic acid; (1S,3S)-(3-acetyl-2,2-dimethylcyclobutyl)acetic acid; 2-(3'-acetyl-2',2'-dimethylcyclobutyl)acetic acid; cis-2,2-dimethyl-3-acetylcyclobutylethanoic acid; (1S,cis)-pinonic acid; (+)-cis-Pinonic acid",CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C,100 g solvent dissolves. 102 g Substance.,0.685732139,4.849892797,F,20,161.447,184.235,69.5,-616.3942349,-616.4002889,-0.006054026,-616.189484,-616.195458,-0.005974,2.7976,3.2674,-0.25352,0.14925,-0.03107,0.09461,395.0869446,-1.93684,-2.38971,-0.77277,0.82686,-1.93684,29,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
SKRVQRQCLHCKBW-UHFFFAOYSA-N,"2-<(n-propyloxy)methyl>-isoindole-1,3(2H)-dione; N-propoxymethyl-phthalimide; N-Propoxymethyl-phthalimid; N-propoxymethyl phthalimide",CCCOCN1C(=O)c2ccccc2C1=O,250,0.057020215,1.140302864,F,NA,155.615,219.24,52.5,-745.5861078,-745.5916093,-0.005501499,-745.395059,-745.400652,-0.005593,3.3773,3.9645,-0.27746,0.08306,-0.09726,0.11855,442.9807434,-1.74345,-0.8767,-0.69195,0.71081,-2.28669,29,2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
SLAMLWHELXOEJZ-UHFFFAOYSA-N,ortho-nitrobenzoic acid; 2-Nitrobenzoic acid,OC(=O)c1ccccc1[N+]([O-])=O,2.757,-1.78259426,0.016497029,D,25,89.983,167.121,146,-625.3369588,-625.3431638,-0.006204998,-625.255747,-625.261991,-0.006244,4.392,5.0909,-0.29326,0.06944,-0.11088,0.13435,325.5574036,-2.06115,-0.04738,-0.70912,0.81725,-1.56182,17,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
SLCVBVWXLSEKPL-UHFFFAOYSA-N,"2,2-Dimethyl-1,3-propanediol; Neopentyl glycol; 2,2-Dimethyl-1,3-propandiol",CC(C)(CO)CO,Solubilty: 3.21 weight-percent,-0.568645966,0.269993951,E,33.5,89.976,104.149,125,-348.1995085,-348.2036309,-0.004122446,-348.062416,-348.066762,-0.004346,3.1417,3.5303,-0.27613,0.17268,-0.00764,0.11722,288.1566162,-1.5787,-1.70622,-0.78935,0.50392,-1.5787,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SLSUKCXXFCZYMJ-UHFFFAOYSA-N,8-methyl-5-[(methylsulfanyl)methyl]-3-thiabicyclo[3.3.1]non-7-en-6-one; 4-methyl-1-(methylthiomethyl)-7-thiabicyclo[3.3.1]non-3-en-2-one,CSCC12CSCC(C1)C(=CC2=O)C,Solubility: 44.6 weight-percent,0.233182798,1.710735226,F,20,177.749,228.379,75,-1300.415246,-1300.42145,-0.00620408,-1300.206815,-1300.212575,-0.00576,5.8082,6.9347,-0.2173,0.11628,-0.06404,0.05839,418.3012695,-0.57672,-3.93622,-0.83843,0.56281,-0.19303,30,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
SODJJEXAWOSSON-UHFFFAOYSA-N,bis(2-hydroxy-4-methoxyphenyl)-methanone,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O,100 g solvent dissolves. 5.2 g Substance.,-0.779675607,0.166082699,E,25,186.302,274.273,137,-956.1656357,-956.1717819,-0.006146267,-955.946043,-955.952508,-0.006465,4.7091,5.4769,-0.23586,0.1021,-0.07822,0.07695,495.5910645,-3.10861,-0.8675,-0.70742,0.54274,-3.10861,34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
SSXZWAYXQSKEMV-UHFFFAOYSA-N,3-phenyl-1-p-tolylprop-2-en-1-one; 1-(4-methylphenyl)-3-phenyl-2-propen-1-one; 1-(4-methylphenyl)-3-phenylprop-2-en-1-one; 1-p-methylphenyl-3-phenyl-2-propen-1-one; 1-(4-methylphenyl)-3-phenyl-propenone; 3-phenyl-1-(p-tolyl)prop-2-en-1-one; 3-phenyl-1-p-tolyl-prop-2-en-1-one,Cc1ccc(cc1)C(=O)C=Cc2ccccc2,100 g solvent dissolves. 55.8 g Substance.in reinem Loesungsmittel:Modifikation vom F: 75grad.,0.34222424,2.19899499,F,21,160.489,222.287,75,-693.3817833,-693.3862154,-0.004432055,-693.174761,-693.178969,-0.004208,3.3445,3.9844,-0.2406,0.09209,-0.08823,0.08169,476.6002808,-0.6046,-2.87379,-0.70414,0.51952,-0.6046,31,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
STABAPSYCQFWOK-UHFFFAOYSA-N,p-chloroperbenzoic acid; 4-chlorobenzoperoxoic acid; meta-chloroperbenzoic acid; 4-chloroperbenzoic acid; 4-chloro-peroxybenzoic acid; 4-Chlor-peroxybenzoesaeure; para chloro perbenzoic acid,OOC(=O)c1ccc(Cl)cc1,21.3,-0.908580662,0.123429605,E,20,149.475,172.568,110,-955.5560789,-955.5611703,-0.005091403,-955.486228,-955.490331,-0.004103,2.9596,3.3485,-0.27124,0.10592,-0.0744,0.11233,333.6956177,-1.32429,-0.27779,-0.58118,0.79537,-1.31179,16,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
STAOMSFSFGPGFQ-CMDGGOBGSA-N,(E)-3-phenyl-2-pentenoic acid; (E)-3-phenylpent-2-enoic acid; 3-phenyl-pent-2c-enoic acid; 3-Phenyl-pent-2c-ensaeure; 3-Phenyl-penten (2c)-saeure-(1); 2-Phenyl-buten-(1)-carbonsaeure-(1); 3t-Phenyl-pent-2-ensaeure,CC\C(=C/C(O)=O)c1ccccc1,100 g solvent dissolves. 44.5 g Substance.,0.344821243,2.21218398,F,20,148.311,176.215,91,-576.8736054,-576.8773443,-0.003738902,-576.706421,-576.710622,-0.004201,2.2159,2.5843,-0.24808,0.10527,-0.07505,0.08917,384.4695129,-1.36801,-1.89879,-0.72743,0.77443,-1.36801,25,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
