StdInChIKey,Name,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,any halides,F,Cl,Br,I,carbonyl,ketone,aldehyde,amide,ester,carboxyl,alkene,alkyne,all aromatic,aromatic C,aromatic N,aromatic S,aromatic O,nitrile,1st/2nd amine,nitro,azo,alcohol,ether inc. ester,P,S,thiol,thioamide,sulfonamide,heterocyclic,at least 1 ring,unfused benzene ring,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,H-bond donor,Acidic hydroxyl,H-bond acceptor
QLCFFBOGHZDLGO-UHFFFAOYSA-N,3-chloro-7H-benzo(de)anthracen-7-one; 3-Chloro-7H-benz<de>anthracen-7-one; 3-Chlorobenzanthrone; 3-chloro-benz[de]anthracen-7-one; 3-Chlor-benz[de]anthracen-7-on; Bz 1-Chlor-benzanthron; 3-Chlor-benzanthron aus Benzanthron,Clc1ccc2c3ccccc3C(=O)c4cccc1c24,100 g solvent dissolves. 1.318 g Substance.,-1.360352472,D,20,257.515,264.711,180,0.038637767,0.035340377,-0.003297391,0.194547,0.19047,-0.004077,2.6482,3.2218,-0.33155,0.12013,-0.06019,0.17264,432.733551,-0.525361,-0.885194,-0.525361,0.569603,-0.608999,28,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
QMGVPVSNSZLJIA-FVWCLLPLSA-N,strychnidin-10-one; Nux Vomica; Strychnine; [3H]-strychnine; (-)-Strychnine; strychnin; strychnine,O=C1C[C@@H]2OCC=C3CN4CC[C@@]56[C@@H]4C[C@@H]3[C@@H]2[C@@H]5N1c7ccccc67,100 g solvent dissolves. 0.76 g Substance.,-1.700971947,D,25,377.843,334.418,288,-0.071755527,-0.078243824,-0.006488296,0.256854,0.249925,-0.006929,4.3837,5.0286,-0.31757,0.18422,0.0039,0.15866,503.6602478,-1.048726,-1.599449,-0.559276,0.637747,-1.817932,47,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
QPKUOOVISUGIRK-UHFFFAOYSA-N,"1,8-dibenzoylnaphthalene; 1,8-dibenzoyl-naphthalene; 1,8-Dibenzoyl-naphthalin; peri-Dibenzoyl-naphthalin; 1.8-Dibenzoyl-naphthalin; 1,8-Dibenzoylnaphthalin",O=C(c1ccccc1)c2cccc3cccc(C(=O)c4ccccc4)c23,Solubility: 3.362 weight-percent,-1.057741262,D,25,332.172,336.39,188.5,0.055467681,0.050091797,-0.005375883,0.312196,0.306153,-0.006043,2.4525,2.8626,-0.34024,0.14264,-0.03768,0.18133,571.5183105,-0.993109,-1.537345,-0.496561,0.560013,-0.993109,42,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
QTQRHYLAOSURLC-UHFFFAOYSA-N,2-bromo-7-nitro-9H-fluorene; 2-nitro-7-bromo-9H-fluorene; 2-bromo-7-nitro-fluorene; 2-bromo-7-nitrofluorene; 2-nitro-7-bromofluorene; 7-bromo-2-nitrofluorene; 2-Brom-7-nitro-fluoren,[O-][N+](=O)c1ccc2c(Cc3cc(Br)ccc23)c1,320 g solvent dissolves. 1 g Substance.,-2.025217553,C,18,201.248,290.116,236,0.071408244,0.06627351,-0.005134734,0.20008,0.193791,-0.006289,4.1925,4.707,-0.35203,0.11732,-0.063,0.19312,435.0851746,-0.975347,-1.207293,-0.488392,0.837395,-0.238535,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1
QUVCQYQEIOLHFZ-UHFFFAOYSA-N,"seseline; 8,8-dimethyl-2H,8H-benzo[1,2-b:3,4-b']dipyran-2-one; 8,8-dimethylpyrano[2,3-f]chromen-2(8H)-one; sesselin; seselin; 8,8-dimethyl-8H-pyrano[2,3-f]chromen-2-one; 8,8-Dimethyl-8H-pyrano[2,3-f]chromen-2-on",CC1(C)Oc2ccc3C=CC(=O)Oc3c2C=C1,100 g solvent dissolves. 25.5 g Substance.,-0.009360791,E,18,240.91,228.247,119,-0.135004638,-0.139656584,-0.004651946,0.035111,0.029625,-0.005486,4.5024,5.3606,-0.32932,0.14374,-0.03658,0.17041,433.3607483,-1.334582,-0.798679,-0.566528,0.686613,-1.334582,29,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1
QZLYZQUYIQGGOQ-UHFFFAOYSA-N,6-oxo-octadecanoic acid; 6-oxooctadecanoic acid; 6-Oxo-octadecansaeure,CCCCCCCCCCCCC(=O)CCCCC(O)=O,7.5,-1.599833602,D,25,394.585,298.466,86,-0.334561219,-0.340971466,-0.006410247,0.057012,0.046249,-0.010763,1.8457,1.9729,-0.3737,0.19846,0.01814,0.21479,706.7230225,-1.60594,-3.543253,-0.546059,0.662217,-1.60594,55,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
RBOXVHNMENFORY-DNJOTXNNSA-N,"dihydrocodeine; (4R,4aR,7S,7aR,12bS)-9-Methoxy-3-methyl-2,3,4,4a,5,6,7,7aoctahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-7-ol; 4,5-alpha-epoxy-3-methoxy-17-methylmorphinan-6-ol; (?)-dihydrocodeine; Dihydrocodein; drocode; 4,5alpha-epoxy-3-methoxy-17-methyl-morphinan-6alpha-ol",COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C,6.5 g solvent dissolves. 1 g Substance.,-0.349532325,E,20,337.558,301.386,112,-0.163694126,-0.167833978,-0.004139852,0.147726,0.142636,-0.00509,4.9745,5.2174,-0.30587,0.18476,0.00444,0.14696,499.2954407,-1.324141,-1.920844,-0.583161,0.337586,-1.663466,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
RCNCKKACINZDOI-UHFFFAOYSA-N,"4,5-dimethylresorcinol; 1,5-dihydroxy-3,4-dimethylbenzene; 1,3-dihydroxy-4,5-dimethylbenzene; 4,5-dimethyl-1,3-dihydroxybenzene; 2,4-dihydroxy-6-methyltoluene; 2,3-dimethyl-5-hydroxyphenol; 4,5-dimethyl-benzene-1,3-diol",Cc1cc(O)cc(O)c1C,Solubility: 2.127E-1 mol-percent,-1.622435042,D,24.9,142.954,138.166,136,-0.136154495,-0.140497534,-0.00434304,-0.022708,-0.028058,-0.00535,2.3058,2.5852,-0.3231,0.19112,0.0108,0.16419,319.3818359,-0.966457,-1.08653,-0.534529,0.442292,-0.966457,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RJWYTISHBMNMOZ-UHFFFAOYSA-N,2-amino-7-bromofluorene; 2-amino-7-bromo-fluorene; 7-bromo-2-aminofluorene; 7-bromo-fluoren-2-ylamine; 7-Brom-fluoren-2-ylamin; 7-Brom-2-amino-fluoren; 7-bromo-9H-fluoren-2-ylamine,Nc1ccc2c(Cc3cc(Br)ccc23)c1,35 g solvent dissolves. 1 g Substance.,-1.016759388,D,18,210.941,260.133,144,0.073628122,0.069374704,-0.004253418,0.216425,0.21192,-0.004505,4.3119,4.7495,-0.30387,0.16489,-0.01543,0.14496,417.024353,0,-1.239909,-0.511532,0.311583,-0.634538,25,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
RKUNBYITZUJHSG-SPUOUPEWSA-N,Atropine,CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3,100 g solvent dissolves. 9.214 g Substance.,-0.554508694,E,15,330.4,289.375,115,-0.196544582,-0.202665032,-0.00612045,0.100778,0.094486,-0.006292,2.7219,3.0351,-0.33174,0.1804,8.00E-05,0.17283,548.826416,-1.591005,-1.706925,-0.55314,0.646994,-1.933812,44,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
RLHYRFVLZOSXDH-UHFFFAOYSA-N,"1,4-diacetoxy-9,10-anthraquinone; 9,10-dioxo-9,10-dihydroanthracene-1,4-diyl diacetate; quinizarin diacetate; 1,4-diacetoxy-anthraquinone; 1,4-Diacetoxy-anthrachinon; 5.8-Diacetoxy-naphthochinon-(1.4); 1,4-Dihydroxy-anthrachinondiacetat",CC(=O)Oc1ccc(OC(C)=O)c2C(=O)c3ccccc3C(=O)c12,100 g solvent dissolves. 0.70 g Substance.,-1.723331411,D,25,268.123,324.29,237,-0.282212283,-0.290057769,-0.007845486,-0.091814,-0.100166,-0.008352,4.0891,4.8913,-0.35713,0.11115,-0.06917,0.19822,527.7351074,-2.935361,0.591298,-0.586713,0.729365,-2.935361,36,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
RMBFBMJGBANMMK-UHFFFAOYSA-N,"2,4-dinitrotoluene; 2,4-dinitro-toluene; 1-methyl-2,4-dinitrobenzene; 2,4-dinitromethylbenzene; 2,4-Dinitro-toluene; 2,4-dinitro toluene; 2,4-Dinitrotoluene",Cc1ccc(cc1[N+]([O-])=O)[N+]([O-])=O,100 g solvent dissolves. 60.644 g Substance.,0.464896151,F,15,128.812,182.136,69.5,0.009885067,0.0034487,-0.006436367,0.096169,0.088722,-0.007447,5.7842,6.5823,-0.40745,0.10792,-0.0724,0.24854,342.756958,-1.91497,-1.00231,-0.552547,0.868117,-0.186887,19,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
RNBWGWPKGHGLOY-AATRIKPKSA-N,methyl (E)-3-acetamido-2-butenoate; ethyl (E)-beta-acetylaminobut-2-enoate; (E)-ethyl beta-acetamidocrotonate; ethyl (E)-beta-acetamidocrotonate; (E)-ethyl 3-acetamido-2-butenoate; ethyl (E)-3-acetamido-2-butenoate; E-ethyl 3-acetamino-2-butenoate,CCOC(=O)\C=C(/C)NC(C)=O,Solubility :18 Gew.- percent.,-0.035717002,E,18,219.486,171.196,110,-0.233164019,-0.23860064,-0.005436621,-0.088496,-0.095933,-0.007437,4.6592,5.6359,-0.35714,0.16827,-0.01205,0.19823,403.0771484,-1.607082,-0.389365,-0.637623,0.723483,-2.14547,25,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RNBWGWPKGHGLOY-WAYWQWQTSA-N,ethyl (Z)-beta-acetylaminobut-2-enoate; ethyl (Z)-beta-acetamidocrotonate; ethyl (Z)-3-acetoamido-2-butenoate; methyl (Z)-3-acetamido-2-butenoate; (Z)-ethyl 3-acetamido-2-butenoate; (Z)-ethyl 3-acetamidobut-2-enoate; ethyl (Z)-3-acetamido-2-butenoate,CCOC(=O)/C=C(/C)NC(C)=O,Solubility :46 Gew.- percent.,0.371768325,F,20,206.299,171.196,63,-0.239428079,-0.243500427,-0.004072348,-0.094351,-0.101213,-0.006862,1.2088,1.0801,-0.3544,0.16703,-0.01329,0.19549,402.6460266,-1.636849,-0.383345,-0.63957,0.716322,-2.178597,25,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
RNDOMZKEPZZDQT-UHFFFAOYSA-N,cyano-[2]naphthylhydrazono-acetic acid ethyl ester; Mesoxalsaeure-aethylester-nitril-beta-naphthylhydrazon; Cyan-[2]naphthylhydrazono-essigsaeure-aethylester,CCOC(=O)C(=NNc1ccc2ccccc2c1)C#N,100 g solvent dissolves. 5.137 g Substance.; alpha-form,-0.773764165,E,17,293.786,267.287,124,0.036508025,0.026160921,-0.010347104,0.227323,0.213902,-0.013421,6.6694,4.0043,-0.33201,0.13022,-0.0501,0.1731,525.0267944,-0.97421,-0.868541,-0.527393,0.693544,-1.366649,33,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
RRGUKTPIGVIEKM-UHFFFAOYSA-N,"6-[4-(1-cyclohexyl-1H-tetrazol-5-yl)butoxy]-3,4-dihydrocarbostyril; Cilostazol",O=C1CCc2cc(OCCCCc3nnnn3C4CCCCC4)ccc2N1,0.404,-2.961194289,C,25,443.928,369.467,158,-0.045942161,-0.058205215,-0.012263054,0.317962,0.305104,-0.012858,5.5184,6.2372,-0.31483,0.17047,-0.00985,0.15592,683.1726074,-0.99404,-2.296361,-0.579913,0.618614,-2.044123,54,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1
RTVRUUUUWHGNMM-UHFFFAOYSA-N,cyano-(4-nitro-phenylhydrazono)-acetic acid ethyl ester; Cyan-(4-nitro-phenylhydrazono)-essigsaeure-aethylester; Mesoxalsaeure-aethylester-nitril-(4-nitro-phenylhydrazon); (4-Nitro-benzolazo)-cyanessigsaeure-aethylester; Cyanoglyoxalsaeureethylester-p-nitrophenylhydrazon,CCOC(=O)C(=NNc1ccc(cc1)[N+]([O-])=O)C#N,100 g solvent dissolves. 0.51 g Substance.; beta-form,-1.768599812,D,18,194.503,262.225,190,0.003882831,-0.005993009,-0.00987584,0.152608,0.142418,-0.01019,1.5348,1.3717,-0.3658,0.10423,-0.07609,0.20689,495.2745361,-1.921153,-0.383617,-0.521995,0.854033,-1.454483,29,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RTZZCYNQPHTPPL-UHFFFAOYSA-N,meta-nitrophenol; 3-Nitrophenol,Oc1cccc(c1)[N+]([O-])=O,24.8,-0.748909792,E,25,105.063,139.111,97,-0.038064773,-0.044010488,-0.005945714,0.026999,0.020904,-0.006095,6.1375,4.4452,-0.36385,0.12395,-0.05637,0.20494,296.1600342,-1.41196,-0.491412,-0.476658,0.81621,-0.59575,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RYFIDGIWTNANMO-DIVCQZSQSA-N,"trans-9,10-dihydroxy-9,10-diphenyl-9,10-dihydroanthracene; trans-9,10-Dihydroxy-9,10-diphenyl-9,10-dihydroanthracen; 9r.10t-diphenyl-9.10-dihydro-anthracenediol-(9.10c); 9r.10t-Diphenyl-9.10-dihydro-anthracendiol-(9.10c); trans-9,10-Dihydroxy-9,10-diphenyl-9,10-dihydro-anthracen; trans-9,10-Dihydroxy-9,10-diphenyl-anthracen",c1ccc(cc1)[C@]2(c3c(cccc3)[C@](c4c2cccc4)(O)c5ccccc5)O,3,-2.08450955,C,17,387.596,364.444,263,0.025020682,0.019822674,-0.005198007,0.33184,0.326678,-0.005162,2.6554,2.8599,-0.34312,0.17142,-0.0089,0.18421,590.8067627,-1.142534,-2.31487,-0.571669,0.326019,-1.142534,48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RYYVLZVUVIJVGH-UHFFFAOYSA-N,"3,7-dihydro-1,3,7-trimethyl-1H-purine-2,6-dione; caffeine",Cn1cnc2N(C)C(=O)N(C)C(=O)c12,10.204,-1.279463121,D,25,181.354,194.193,235,-0.077355539,-0.084657786,-0.007302247,0.052294,0.044484,-0.00781,3.8057,4.4277,-0.3359,0.1592,-0.02112,0.17699,376.2012024,-1.089486,0.440333,-0.546951,0.687666,-2.236911,24,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
RZVAJINKPMORJF-UHFFFAOYSA-N,4-acetaminophenol; p-hydroxyacetanilide; Acetaminophen; N?(4?hydroxyphenyl)acetamide; N-(4-hydroxy-phenyl)-acetamide; N-(4-hydroxyphenyl)acetanilide; N-(4-hydroxylphenyl)acetamide,CC(=O)Nc1ccc(O)cc1,Solubility: 0.11 mol-percent,-1.908809846,D,25,158.727,151.165,170,-0.113496312,-0.11967006,-0.006173748,-0.005461,-0.012415,-0.006954,2.8477,3.274,-0.31204,0.17818,-0.00214,0.15313,344.5509949,-1.056997,-0.386362,-0.62332,0.661122,-1.544662,20,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
RZYNKBXUQOCKSI-UHFFFAOYSA-N,"N-(5-methyl-1(3)H-benzimidazol-2-yl)-N',N''-diphenyl-N-p-tolyl-guanidine; N-(5-Methyl-1(3)H-benzimidazol-2-yl)-N',N''-diphenyl-N-p-tolyl-guanidin",Cc5ccc(N(/C(=N/c1ccccc1)Nc2ccccc2)c4nc3cc(C)ccc3[nH]4)cc5,100 g solvent dissolves. 0.8 g Substance.,-1.789426964,D,15,470.814,431.54,176,0.224835247,0.21815318,-0.006682067,0.597724,0.590247,-0.007477,3.0119,3.4633,-0.30979,0.16583,-0.01449,0.15088,753.1208496,0,-2.257377,-0.532987,0.534868,-2.129621,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
SAMVPMGKGGLIPF-UHFFFAOYSA-N,3-chloromandelic acid; 3-chloro-alpha-hydroxybenzeneacetic acid; (rac)-2-(3-chlorophenyl)-2-hydroxyacetic acid; 2-(3-chlorophenyl)-2-hydroxyacetic acid; (rac)-3-chloro-mandelic acid; rac-3-chloromandelic acid; m-chloromandelic acid,OC(C(O)=O)c1cccc(Cl)c1,2.71,-1.837930711,D,22,122.905,186.595,113,-0.189507976,-0.193482215,-0.003974239,-0.102202,-0.107042,-0.00484,2.734,3.1687,-0.36208,0.1594,-0.02092,0.20317,356.285553,-1.534964,0.050783,-0.514983,0.574587,-1.622716,19,1,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
SEDZROHEORUIGZ-OQLLNIDSSA-N,acetophenone-((E)-O-picryl oxime ); acetophenone-(O-picryl oxime ); Acetophenon-((E)-O-picryl-oxim); Acetophenon-(O-picryl-oxim),C\C(=N/Oc1c(cc(cc1[N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)c2ccccc2,213,-0.211017704,E,25,257.948,346.256,112,0.075993856,0.067338908,-0.008654948,0.249216,0.239902,-0.009314,6.296,6.8586,-0.37364,0.09724,-0.08308,0.21473,534.8560181,-2.916671,-1.312114,-0.551191,0.909562,-0.497361,35,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
SFVBWARTAYZWKI-UHFFFAOYSA-N,"p-bromobenzaldehyde 2,4-dinitrophenylhydrazone; 4-bromo-benzaldehyde-(2,4-dinitro-phenylhydrazone); 4-Brom-benzaldehyd-(2,4-dinitro-phenylhydrazon)",[O-][N+](=O)c1ccc(NN=Cc2ccc(Br)cc2)c(c1)[N+]([O-])=O,0.25,-3.164522971,B,20,199.847,365.143,258,0.116668706,0.108374447,-0.008294259,0.269446,0.25825,-0.011196,6.549,7.7412,-0.35146,0.1042,-0.07612,0.19255,531.538208,-1.981167,-1.043623,-0.543953,0.888399,-0.721943,31,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
SIOXPEMLGUPBBT-UHFFFAOYSA-N,2-Picolinic acid; Picolinic acid; 2-pyridinecarboxylic acid; pyridine-2-carboxylic acid; 2-pyridine carboxylic acid,OC(=O)c1ccccn1,4,-1.488236868,D,30,118.328,123.111,136,-0.076208176,-0.081760065,-0.00555189,-0.012888,-0.021925,-0.009037,3.1436,3.6114,-0.39021,0.1388,-0.04152,0.2313,286.4484253,-1.0158,0.210105,-0.538066,0.638476,-1.270223,14,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1
SIZDUQQDBXJXLQ-JGVFFNPUSA-N,"(+)-cis-pinonic acid; (-)-(1'S,3'S)-2-(3'-acetyl-2',2'-dimethylcyclobutyl)acetic acid; (1S,3S)-(3-acetyl-2,2-dimethylcyclobutyl)acetic acid; 2-(3'-acetyl-2',2'-dimethylcyclobutyl)acetic acid; cis-2,2-dimethyl-3-acetylcyclobutylethanoic acid; (1S,cis)-pinonic acid; (+)-cis-Pinonic acid",CC(=O)[C@H]1C[C@@H](CC(O)=O)C1(C)C,100 g solvent dissolves. 102 g Substance.,0.685732139,F,20,217.608,184.235,69.5,-0.24716456,-0.253635369,-0.006470809,-0.065197,-0.071879,-0.006682,3.7919,4.2872,-0.37241,0.20211,0.02179,0.2135,392.4407654,-1.621066,-1.343608,-0.648799,0.665526,-1.621066,29,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1
SKRVQRQCLHCKBW-UHFFFAOYSA-N,"2-<(n-propyloxy)methyl>-isoindole-1,3(2H)-dione; N-propoxymethyl-phthalimide; N-Propoxymethyl-phthalimid; N-propoxymethyl phthalimide",CCCOCN1C(=O)c2ccccc2C1=O,250,0.057020215,F,NA,230.104,219.24,52.5,-0.156806171,-0.162210674,-0.005404503,0.013761,0.008064,-0.005697,3.6396,4.2936,-0.37698,0.12822,-0.0521,0.21807,445.1381531,-1.432523,0.035899,-0.578919,0.636616,-2.011442,29,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1
SLAMLWHELXOEJZ-UHFFFAOYSA-N,ortho-nitrobenzoic acid; 2-Nitrobenzoic acid,OC(=O)c1ccccc1[N+]([O-])=O,2.757,-1.78259426,D,25,118.365,167.121,146,-0.098304328,-0.104913141,-0.006608813,-0.027085,-0.033752,-0.006667,5.4636,6.5053,-0.40443,0.1152,-0.06512,0.24552,326.6678772,-1.942062,0.037295,-0.5107,0.835192,-1.10687,17,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1,1
SLCVBVWXLSEKPL-UHFFFAOYSA-N,"2,2-Dimethyl-1,3-propanediol; Neopentyl glycol; 2,2-Dimethyl-1,3-propandiol",CC(C)(CO)CO,Solubilty: 3.21 weight-percent,-0.568645966,E,33.5,178.932,104.149,125,-0.170986606,-0.174848296,-0.00386169,-0.055288,-0.058637,-0.003349,3.3321,3.6265,-0.38188,0.26954,0.08922,0.22297,287.947052,-1.113582,-0.948051,-0.556791,0.309432,-1.113582,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
SLSUKCXXFCZYMJ-UHFFFAOYSA-N,8-methyl-5-[(methylsulfanyl)methyl]-3-thiabicyclo[3.3.1]non-7-en-6-one; 4-methyl-1-(methylthiomethyl)-7-thiabicyclo[3.3.1]non-3-en-2-one,CSCC12CSCC(C1)C(=CC2=O)C,Solubility: 44.6 weight-percent,0.233182798,F,20,274.362,228.379,75,-0.066312915,-0.073349151,-0.007036236,0.121018,0.113626,-0.007392,5.6952,6.7492,-0.29808,0.17542,-0.0049,0.13917,412.5705872,-0.47324,-2.134353,-0.544963,0.55006,-0.606849,30,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
SODJJEXAWOSSON-UHFFFAOYSA-N,bis(2-hydroxy-4-methoxyphenyl)-methanone,COc1ccc(c(O)c1)C(=O)c2ccc(OC)cc2O,100 g solvent dissolves. 5.2 g Substance.,-0.779675607,E,25,287.917,274.273,137,-0.262878531,-0.269656723,-0.006778192,-0.067905,-0.075793,-0.007888,5.2064,5.9735,-0.34487,0.15211,-0.02821,0.18596,495.3222656,-2.266536,-0.52168,-0.593144,0.662144,-2.266536,34,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
SSXZWAYXQSKEMV-UHFFFAOYSA-N,3-phenyl-1-p-tolylprop-2-en-1-one; 1-(4-methylphenyl)-3-phenyl-2-propen-1-one; 1-(4-methylphenyl)-3-phenylprop-2-en-1-one; 1-p-methylphenyl-3-phenyl-2-propen-1-one; 1-(4-methylphenyl)-3-phenyl-propenone; 3-phenyl-1-(p-tolyl)prop-2-en-1-one; 3-phenyl-1-p-tolyl-prop-2-en-1-one,Cc1ccc(cc1)C(=O)C=Cc2ccccc2,100 g solvent dissolves. 55.8 g Substance.in reinem Loesungsmittel:Modifikation vom F: 75grad.,0.34222424,F,21,234.014,222.287,75,0.033004799,0.028948637,-0.004056161,0.220925,0.216542,-0.004383,3.5658,4.1121,-0.34845,0.15349,-0.02683,0.18954,481.0531616,-0.52971,-1.75105,-0.52971,0.57798,-0.52971,31,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1
STABAPSYCQFWOK-UHFFFAOYSA-N,p-chloroperbenzoic acid; 4-chlorobenzoperoxoic acid; meta-chloroperbenzoic acid; 4-chloroperbenzoic acid; 4-chloro-peroxybenzoic acid; 4-Chlor-peroxybenzoesaeure; para chloro perbenzoic acid,OOC(=O)c1ccc(Cl)cc1,21.3,-0.908580662,E,20,125.25,172.568,110,-0.061501764,-0.065628685,-0.004126921,0.003634,-0.003653,-0.007287,2.8072,3.2322,-0.37207,0.13784,-0.04248,0.21316,332.8016357,-0.957641,0.020603,-0.472694,0.608039,-1.037493,16,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
