StdInChIKey,Smile,Sol,LogS,Sol_cat,T,Volume,MW,MP,E0_gas,E0_solv,DeltaE0_sol,G_gas,G_solv,DeltaG_sol,gas_dip,solv_dip,HOMO,LsoluHsolv,LUMO,LsolvHsolu,SASA,O_charges,C_charges,Most_neg,Most_pos,Het_charges,N_atoms,Longest_chain,1st/2nd amine,3 membered ring,4 membered ring,5 membered ring,6 membered ring,7 membered ring,alcohol,aldehyde,alkene,alkyne,amide,all aromatic,azo,unfused benzene ring,Br,carbonyl,carboxyl,Cl,aromatic C,ester,ether inc. ester,F,any halides,heterocyclic,H-bond acceptor,Acidic hydroxyl,H-bond donor,I,ketone,nitrile,nitro,aromatic N,aromatic O,P,at least 1 ring,S,sulfonamide,aromatic S,thioamide,thiol
POOSGDOYLQNASK-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCCCCCCCC,1.2,-2.45058394,B,19.85,319.126,338.661,50.69,-944.7572861,-944.75819,-0.000903957,-944.1229,-944.125718,-0.002818,0,0,-0.2852,0.29176,0.01361,0.28541,888.1401978,0,-11.51038,-0.68804,0.23772,0,74,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PORJPNDHJDOGPF-QVIHXGFCSA-N,c1ccc(cc1)N(c1ccccc1)c1ccc(cc1)/N=N/c1ccc(cc1C(F)(F)F)N(=O)=O,0.268209,-3.236573593,A,25,331.627,462.431,208,-1631.815489,-1631.829503,-0.01401388,-1631.500666,-1631.518417,-0.017751,11.1514,15.7006,-0.21455,0.1529,-0.12525,0.21476,725.3226929,-0.8249,-2.18871,-0.4403,1.10066,-2.31108,51,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
POULHZVOKOAJMA-UHFFFAOYSA-N,CCCCCCCCCCCC(=O)O,100 g solvent dissolves. 91.2 g Substance.,0.555510462,E,20,232.049,200.321,43.61,-622.2436288,-622.251259,-0.007630194,-621.945845,-621.953949,-0.008104,1.5483,2.1247,-0.28922,0.27202,-0.00613,0.28943,519.4624634,-1.38034,-4.5896,-0.72908,0.83189,-1.38034,38,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
PRWFRMQHEAGAIW-UHFFFAOYSA-N,CCCCC(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,100 g solvent dissolves. 0.10 g Substance.,-2.685396149,B,20,298.653,382.506,150.5,-1225.92714,-1225.944809,-0.01766939,-1225.497401,-1225.515261,-0.01786,6.4077,9.1454,-0.18617,0.25735,-0.0208,0.18638,730.3549194,-1.32414,-4.07,-0.6877,0.83603,-3.46107,58,3,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PSVPUHBSBYJSMQ-UHFFFAOYSA-N,CS(=O)(=O)c1ccc(cc1)C=O,Solubility: 0.1584 g/100g solvent,-2.168330068,B,24.99,146.884,184.216,158.25,-933.4812721,-933.498804,-0.017531817,-933.371622,-933.389612,-0.01799,4.1089,5.7271,-0.28642,0.17353,-0.10462,0.28663,361.3641663,-2.54182,-1.74534,-0.98166,2.15215,-0.38967,20,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
PUIYMUZLKQOUOZ-UHFFFAOYSA-N,CC(C)c1ccc(cc1)NC(=O)N(C)C,56,-0.566285938,D,20,183.061,206.288,157.3,-652.8946814,-652.9066904,-0.012009069,-652.655186,-652.667855,-0.012669,4.1353,5.8928,-0.2126,0.26524,-0.01291,0.21281,458.2669373,-0.73246,-2.69076,-0.73246,0.82481,-1.8972,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PUJZLTUHWQIHCE-UHFFFAOYSA-N,Cc1ccccc1S(=O)(=O)NNC(=O)C(c1ccccc1)(c1ccccc1)O,192.18,-0.314498856,D,21,264.822,396.467,136,-1620.824232,-1620.842306,-0.01807469,-1620.506485,-1620.525637,-0.019152,5.5709,8.5538,-0.25117,0.22165,-0.0565,0.25138,637.8928223,-3.33536,-3.58258,-0.95594,2.27145,-2.26732,48,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
PUQGLFHFIJAAOI-UHFFFAOYSA-N,c1cc2c3ccc(cc3C(c2cc1Br)O)N,240 g solvent dissolves. 1 g Substance.,-1.924085877,C,18,138.701,276.132,186.5,-3203.136089,-3203.150051,-0.01396199,-3202.977208,-3202.991026,-0.013818,2.992,3.8954,-0.20281,0.23264,-0.04551,0.20302,428.1340637,-0.78142,-1.54606,-0.86749,0.51423,-1.60884,26,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PUUPGXQPWDWTPH-GTPODGLVSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@H](CC[C@]4(C)[C@H]3CC[C@]12C)OC(=O)C(C)C,4,-2.057621417,B,20,334.608,456.753,127.5,-1363.14571,-1363.152481,-0.0067715,-1362.432746,-1362.440461,-0.007715,2.1211,3.0529,-0.23734,0.2724,-0.00575,0.23755,826.7614136,-1.21653,-11.23999,-0.68484,0.84535,-1.21653,85,3,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
PXDJXZJSCPSGGI-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCOC(=O)CCCCCCCCCCCCCCC,100 g solvent dissolves. 0.0495 g Substance.,-3.090170447,A,22,502.052,480.859,51.55,-1408.492514,-1408.49819,-0.00567656,-1407.662461,-1407.670741,-0.00828,1.81,2.3059,-0.26374,0.29803,0.01988,0.26395,1163.176025,-1.19651,-13.33571,-0.67495,0.85023,-1.19651,98,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PYGWGZALEOIKDF-UHFFFAOYSA-N,Cc1cc(cc(C)c1Oc1c(c(N)nc(Nc2ccc(cc2)C#N)n1)Br)C#N,0.0743,-3.767782892,A,25,279.362,435.283,254,-3746.686547,-3746.708406,-0.02185975,-3746.426673,-3746.448003,-0.02133,6.8819,8.6205,-0.2332,0.21154,-0.06661,0.23341,659.1065063,-0.51634,-0.70209,-0.81827,0.61749,-3.8021,43,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0
PYJGXCNXONGNRV-UHFFFAOYSA-N,CC(c1ccccc1)OC(=O)NC(=O)N,6.8,-1.486007272,C,19,179.942,208.217,183.5,-723.5382529,-723.5597614,-0.021508484,-723.366519,-723.389,-0.022481,5.4992,8.0574,-0.26249,0.25024,-0.02791,0.2627,434.9359131,-1.90396,-0.13423,-0.88033,0.95239,-3.49332,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
PZEADHJHZRSKKI-UHFFFAOYSA-N,c1ccc(cc1)C(c1ccccc1)(C(=O)NNS(=O)(=O)c1ccc(cc1)N)O,4.33,-1.962800068,C,21,311.426,397.455,214,-1636.86829,-1636.892724,-0.02443448,-1636.562636,-1636.588128,-0.025492,7.5622,11.2545,-0.23859,0.23528,-0.04287,0.2388,640.9396973,-3.35311,-2.81354,-0.96395,2.27368,-3.12282,47,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
QAISXTKWTBOYAA-UHFFFAOYSA-N,CCC(C(=O)O)NC=O,46.551,-0.449776358,D,25,105.654,131.131,153,-476.4219599,-476.4357264,-0.01376644,-476.311264,-476.326736,-0.015472,3.0859,4.6249,-0.27234,0.25041,-0.02774,0.27255,314.1104736,-2.05211,0.005,-0.71685,0.82835,-2.70549,18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QCDYQQDYXPDABM-UHFFFAOYSA-N,c1c(cc(cc1O)O)O,427.936,0.53062241,E,25,69.313,126.112,216.75,-457.9045976,-457.9381449,-0.03354735,-457.826493,-457.857902,-0.031409,4.6144,3.7075,-0.25375,0.25909,-0.01906,0.25396,285.7239075,-2.16439,-0.17761,-0.72189,0.52498,-2.16439,15,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QCWBDMSQWLNWJC-UHFFFAOYSA-N,CCCC1(CCO)C(=O)NC(=S)NC1=O,143.929,-0.204123,D,25,148.4,230.288,150.7,-1084.817278,-1084.833983,-0.01670465,-1084.626198,-1084.642874,-0.016676,0.2494,0.4925,-0.25466,0.18304,-0.09511,0.25487,426.4830933,-2.00762,-0.72504,-0.79808,0.7278,-3.44565,29,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
QCXJEYYXVJIFCE-UHFFFAOYSA-N,CC(=O)Nc1ccc(cc1)C(=O)O,30.6389,-0.767004244,D,20,127.21,179.175,257,-628.8681557,-628.8843067,-0.016150963,-628.736424,-628.752904,-0.01648,5.7071,7.8218,-0.24535,0.21397,-0.06418,0.24556,374.9382324,-2.04349,-0.19138,-0.77696,0.80912,-2.67035,22,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QDYSGXFAJGAMSR-UHFFFAOYSA-N,CCCCCCCOC(=O)NC(=O)N,4,-1.703837128,C,19.7,178.516,202.254,160,-689.0516091,-689.0732959,-0.021686841,-688.822764,-688.842772,-0.020008,6.2518,8.3723,-0.27315,0.25732,-0.02083,0.27336,479.046814,-1.91012,-1.39124,-0.87602,0.9512,-3.49513,32,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QGCVSGJZKFEJPE-UHFFFAOYSA-N,c1ccc(cc1)c1cccc(c1)/N=C/c1ccc(cc1N(=O)=O)N(=O)=O,2.98704,-2.065501258,B,22,267.351,347.33,118,-1196.843749,-1196.858486,-0.01473679,-1196.609291,-1196.624381,-0.01509,5.705,6.3902,-0.24477,0.14104,-0.13711,0.24498,593.848999,-1.55121,-2.41921,-0.42175,0.50255,-0.96867,39,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
QGVNJRROSLYGKF-UHFFFAOYSA-N,CCC1(CC)C(=O)NC(=S)NC1=O,193.499,-0.014917656,D,20,153.311,200.261,177.25,-970.292871,-970.3045477,-0.011676746,-970.130837,-970.143323,-0.012486,1.4485,1.8615,-0.2523,0.1854,-0.09275,0.25251,380.5183411,-1.21561,-0.82345,-0.70235,0.73122,-2.6592,25,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
QHMTXANCGGJZRX-WUXMJOGZSA-N,CC1=NNC(=O)N(C1)/N=C/c1cccnc1,2.25,-1.984737284,C,20,134.765,217.23,222.875,-736.6400422,-736.6608062,-0.020764052,-736.470263,-736.490748,-0.020485,7.3323,10.6709,-0.23704,0.20967,-0.06848,0.23725,432.3048706,-0.68077,-0.52498,-0.72091,0.81062,-2.48425,27,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
QIGBRXMKCJKVMJ-UHFFFAOYSA-N,c1cc(ccc1O)O,Solubility: 19.14 mol-percent,0.533701714,E,24.5,75.147,110.112,171,-382.6894507,-382.699928,-0.0104773,-382.613091,-382.62366,-0.010569,3.0744,3.7695,-0.24465,0.25482,-0.02333,0.24486,276.8779297,-1.54994,-0.53828,-0.77497,0.52906,-1.54994,14,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QIQXTHQIDYTFRH-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)O,100 g solvent dissolves. 9.05 g Substance.,-0.600165637,D,25,306.671,284.483,69.45,-858.1318614,-858.1396613,-0.007799961,-857.674982,-857.68417,-0.009188,1.5459,2.123,-0.28866,0.27205,-0.0061,0.28887,710.6536255,-1.38029,-7.32502,-0.72914,0.83186,-1.38029,56,16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QIVBCDIJIAJPQS-UHFFFAOYSA-N,c1ccc2c(c1)c(CC(C(=O)O)N)c[nH]2,0.0976,-3.320665467,A,25,142.914,204.228,283.25,-686.3873933,-686.4038448,-0.016451447,-686.210081,-686.226595,-0.016514,3.2105,4.5227,-0.20384,0.25856,-0.01959,0.20405,412.1169434,-1.37531,-0.97533,-0.91995,0.81575,-2.86098,27,1,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0
QLBIYHGOHHPBCC-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(=O)OCCCl,100 g solvent dissolves. 2.10 g Substance.,-1.320844297,C,25,281.177,346.981,49.75,-1396.349609,-1396.358943,-0.00933461,-1395.85097,-1395.861258,-0.010288,1.8556,2.4278,-0.28731,0.271,-0.00715,0.28752,806.3942871,-1.21107,-7.91412,-0.68806,0.84008,-1.32189,62,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QNMFHVHLGOZVAH-UHFFFAOYSA-N,CN(c1ccccc1)c1c(cc(cc1[N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],3,-2.025641699,B,25,236.126,318.246,108,-1171.474256,-1171.494035,-0.01977834,-1171.291639,-1171.310802,-0.019163,3.3428,6.175,-0.23825,0.13847,-0.13968,0.23846,487.3502197,-2.3094,-1.44515,-0.47259,0.50425,-1.23321,33,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
QNWYCJHWPFCTIO-NXEZZACHSA-N,CC(C)[C@@](CC[C@](C)(C(=O)O)O)(C(=O)O)O,41.7,-0.749541691,D,20,204.764,234.249,206,-843.2956922,-843.3167858,-0.021093575,-843.060512,-843.082097,-0.021585,2.7373,3.9185,-0.27889,0.2543,-0.02385,0.2791,441.8060608,-4.27413,-1.34645,-0.78424,0.82467,-4.27413,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QPPBRPIAZZHUNT-UHFFFAOYSA-N,Cc1ccnc(n1)NS(=O)(=O)c1ccc(cc1)N,2.09061,-2.101837285,B,24,185.292,264.308,236,-1194.020337,-1194.040154,-0.01981694,-1193.837374,-1193.858105,-0.020731,6.2542,9.0607,-0.23006,0.22674,-0.05141,0.23027,477.8113403,-1.93294,-1.28895,-0.97704,2.33108,-2.41239,30,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
QQCJUMIKRNTBRZ-UHFFFAOYSA-N,c1ccc(cc1)C1C(=O)C(=O)OC1c1ccc2c(c1)OCO2,1.826,-2.210200097,B,17,190.003,296.279,205,-1031.15434,-1031.172942,-0.01860131,-1030.945373,-1030.96449,-0.019117,6.5795,8.6316,-0.23253,0.1786,-0.09955,0.23274,493.7221375,-2.69468,-0.41173,-0.58031,0.73299,-2.69468,34,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
QSACCXVHEVWNMX-UHFFFAOYSA-N,CC(=O)Nc1ccccc1C(=O)O,48.3773,-0.568635787,D,20,120.109,179.175,184.5,-628.8721667,-628.8828035,-0.010636808,-628.738914,-628.750445,-0.011531,2.8014,4.0517,-0.24018,0.20453,-0.07362,0.24039,366.7755127,-2.04614,-0.18328,-0.77528,0.81566,-2.688,22,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QUHHFMIVCMIFRS-UHFFFAOYSA-N,CCOC(=O)C(C(C(=O)OCC)OC(=O)C)OC(=O)C,100 g solvent dissolves. 146 g Substance.,0.598792806,E,24.2,218.479,290.27,48.3,-1069.997588,-1070.015507,-0.01791894,-1069.751738,-1069.77085,-0.019112,3.2508,3.6712,-0.28754,0.24399,-0.03416,0.28775,547.2642822,-4.70714,0.00754,-0.7811,0.836,-4.70714,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
QVQAYZIOQVYOBF-UHFFFAOYSA-N,CCCCCCCCCCCCC1C(=O)N=C(N)S1,2.67,-2.027519105,B,25,245.517,284.466,180.5,-1171.447907,-1171.465276,-0.01736953,-1171.086874,-1171.102372,-0.015498,5.2201,7.6063,-0.2595,0.2355,-0.04265,0.25971,633.2570801,-0.64614,-5.25821,-0.79927,0.67616,-1.80215,47,11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
QXAGNLMTCODAJH-UHFFFAOYSA-N,CCCC(CCC)OC(=O)NC(=O)N,4.1,-1.693113263,C,16.5,181.814,202.254,206,-689.0555736,-689.0757184,-0.020144865,-688.825437,-688.846837,-0.0214,5.3149,7.9132,-0.27585,0.26043,-0.01772,0.27606,460.728363,-1.91148,-1.44832,-0.88237,0.95161,-3.50492,32,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
QXBKGKVIXWSWEB-UHFFFAOYSA-N,c1ccc(cc1)c1ccc(cc1)/C=N/c1cccc(c1)c1ccccc1,2.4674,-2.13076902,B,22,274.745,333.433,127,-1018.901996,-1018.91169,-0.00969386,-1018.589472,-1018.599428,-0.009956,1.8008,2.6071,-0.22233,0.20294,-0.07521,0.22254,645.7787476,0,-4.2801,-0.46585,0.26006,-0.46585,45,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
QXSAKPUBHTZHKW-UHFFFAOYSA-N,c1cc(ccc1C(=O)N)O,202.964,0.170261202,E,20,103.927,137.138,160,-476.1931089,-476.2092524,-0.016143461,-476.095273,-476.111822,-0.016549,4.9819,6.9521,-0.24434,0.23271,-0.04544,0.24455,310.8691101,-1.41183,-0.17424,-0.85816,0.66754,-2.26999,17,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QYSPLQLAKJAUJT-UHFFFAOYSA-N,CN1C(=C(c2ccccc2S1(=O)=O)O)C(=O)Nc1ccccn1,1.20612,-2.438899077,B,24.99,222.809,331.352,200.3,-1442.728384,-1442.751686,-0.02330193,-1442.508435,-1442.532302,-0.023867,4.8976,7.5104,-0.23634,0.18719,-0.09096,0.23655,527.7316284,-3.21934,-1.10516,-0.94967,2.34831,-2.76732,36,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
QYSXJUFSXHHAJI-YRZJJWOYSA-N,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2/C(=C/C=C\3/C[C@H](CCC3=C)O)/CCC[C@]12C,Solubility: 230 mol/1000mol,0.595269013,E,25,368.965,384.646,84,-1130.604663,-1130.612378,-0.00771451,-1130.006637,-1130.015296,-0.008659,2.046,2.8327,-0.20562,0.24063,-0.03752,0.20583,747.9963379,-0.8004,-9.9341,-0.8004,0.50983,-0.8004,72,3,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
QZBWILJNDGNYNA-UHFFFAOYSA-N,Cc1cccc(c1OCC(=O)Nc1ccccc1)Cl,100,-0.440491896,D,25,204.166,275.735,78.15,-1245.454921,-1245.466913,-0.01199205,-1245.244424,-1245.256644,-0.01222,1.8004,2.921,-0.23853,0.23797,-0.04018,0.23874,502.6504211,-1.22584,-1.92508,-0.70637,0.66425,-1.84777,33,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RAHRBPFKDAZSCJ-UHFFFAOYSA-N,c1ccc(cc1)c1c(ccc(c1[N+](=O)[O-])O)[N+](=O)[O-],105,-0.394128008,D,25,159.499,260.206,214,-947.5474497,-947.5613998,-0.0139501,-947.401009,-947.415359,-0.01435,1.4946,2.783,-0.26392,0.14962,-0.12853,0.26413,427.5475769,-2.23579,-1.16784,-0.67298,0.53886,-1.22339,27,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
RAIYSMBJSNYWPU-QWWZWVQMSA-N,CCOC(=O)[C@H]([C@H](C(=O)N)O)O,100 g solvent dissolves. 1.9 g Substance.,-1.072362614,C,22,116.295,177.157,135.5,-666.1807701,-666.1948323,-0.014062141,-666.037097,-666.052304,-0.015207,2.2462,3.0252,-0.28078,0.2506,-0.02755,0.28099,370.2032166,-3.45822,0.59037,-0.84012,0.8185,-4.29834,23,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RAYRRTBHPMNPSP-UHFFFAOYSA-N,c1ccc(cc1)Nc1cccc(c1N)Cl,45,-0.686608467,D,20,172.669,218.686,116,-1033.626749,-1033.634507,-0.00775812,-1033.461449,-1033.4697,-0.008251,1.4549,1.8761,-0.20271,0.24993,-0.02822,0.20292,422.2499695,0,-1.77931,-0.86978,0.43602,-1.5416,26,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RBOXVHNMENFORY-DNJOTXNNSA-N,CN1CC[C@]23[C@H]4CC[C@@H]([C@@H]3Oc3c(ccc(C[C@@H]14)c23)OC)O,7.5 g solvent dissolves. 1 g Substance.,-0.456942235,D,20,245.01,301.386,111.75,-980.1875801,-980.1986049,-0.011024743,-979.84218,-979.853819,-0.011639,1.4859,2.0558,-0.20664,0.27271,-0.00544,0.20685,496.4081116,-1.90367,-3.37696,-0.79865,0.51311,-2.46583,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
REFJWTPEDVJJIY-UHFFFAOYSA-N,c1cc(c(cc1c1c(c(=O)c2c(cc(cc2o1)O)O)O)O)O,Solubility: 0.153 molpercent,-1.581767392,C,25.44,191.772,302.24,310.5,-1104.226535,-1104.242719,-0.01618347,-1104.04245,-1104.057766,-0.015316,0.3464,0.7287,-0.21687,0.19498,-0.08317,0.21708,477.5465393,-4.76228,0.74844,-0.73894,0.53838,-4.76228,32,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
REQGKPUCIBDMFW-OUKQBFOZSA-N,CCCCCCC/C=C/C(=O)N(c1ccc(cc1)N(C)C)C(=O)Nc1ccc(cc1)N(C)C,100 g solvent dissolves. 0.19 g Substance.,-2.477818615,B,20,362.716,450.624,129.5,-1421.267696,-1421.291418,-0.02372102,-1420.729473,-1420.753527,-0.024054,8.794,12.7755,-0.183,0.23006,-0.04809,0.18321,884.9839478,-1.3203,-5.91736,-0.68804,0.84124,-3.45461,71,6,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RGDPZMQZWZMONQ-UHFFFAOYSA-N,CC(=O)Nc1cccc(c1)C(=O)O,10.9297,-1.214669172,C,20,122.455,179.175,246.25,-628.8649482,-628.8822842,-0.017336004,-628.734943,-628.752423,-0.01748,5.4668,7.7256,-0.24251,0.21358,-0.06457,0.24272,374.2697449,-2.04687,-0.18202,-0.76961,0.81434,-2.66909,22,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RGHHSNMVTDWUBI-UHFFFAOYSA-N,c1cc(ccc1C=O)O,Solubility: 20.22 molpercent,0.539322329,E,24.22,98.285,122.123,115.5,-420.8125897,-420.8242743,-0.011684636,-420.730573,-420.742327,-0.011754,3.525,4.7832,-0.2522,0.20832,-0.06983,0.25241,289.5085144,-1.32123,-0.42001,-0.70464,0.5292,-1.32123,15,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
RHTVQEPJVKUMPI-UHFFFAOYSA-N,c1ccc(cc1)Nc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],100 g solvent dissolves. 0.130 g Substance.,-2.402484727,B,15,166.428,259.221,156.5,-927.6817102,-927.7004401,-0.018729891,-927.523603,-927.541987,-0.018384,7.3503,10.1246,-0.24298,0.16531,-0.11284,0.24319,445.477478,-1.64105,-1.3844,-0.56923,0.4961,-1.21999,28,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
